ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220
293,91.407,2555.469,2068.218,2068.218,856.460,627.701,444.367,95.996,38.833,3.701,1.034
294,91.743,2442.099,2031.065,2031.065,841.074,616.425,436.385,94.271,38.135,3.635,1.016
295,92.080,2357.169,1993.912,1993.912,825.689,605.149,428.402,92.547,37.437,3.568,0.997
296,92.417,2363.360,1956.759,1956.759,810.304,593.874,420.420,90.822,36.740,3.502,0.978
297,92.754,2318.247,1919.606,1919.606,794.919,582.598,412.437,89.098,36.042,3.435,0.960
298,93.091,2404.136,1882.453,1882.453,779.534,571.322,404.455,87.373,35.345,3.369,0.941
299,93.428,2296.506,1845.300,1845.300,764.148,560.046,396.472,85.649,34.647,3.302,0.923
300,93.764,2185.129,1808.147,1808.147,748.763,548.770,388.490,83.925,33.950,3.236,0.904
301,94.101,2045.389,1770.994,1770.994,733.378,537.494,380.507,82.200,33.252,3.169,0.886
302,94.438,1925.763,1733.842,1733.842,717.993,526.218,372.525,80.476,32.554,3.103,0.867
303,94.775,1998.762,1696.689,1696.689,702.608,514.943,364.542,78.751,31.857,3.036,0.848
304,95.112,1974.463,1659.536,1659.536,687.222,503.667,356.560,77.027,31.159,2.970,0.830
305,95.449,1804.432,1622.383,1622.383,671.837,492.391,348.577,75.302,30.462,2.903,0.811
306,95.786,1794.392,1585.230,1585.230,656.452,481.115,340.595,73.578,29.764,2.837,0.793
307,96.123,1689.979,1548.077,1548.077,641.067,469.839,332.612,71.853,29.067,2.770,0.774
308,96.460,1613.318,1510.924,1510.924,625.681,458.563,324.630,70.129,28.369,2.704,0.756
309,96.797,1564.056,1473.771,1473.771,610.296,447.287,316.647,68.405,27.671,2.637,0.737
310,97.134,1555.575,1436.618,1436.618,594.911,436.012,308.665,66.680,26.974,2.571,0.718
311,97.471,1507.237,1399.465,1399.465,579.526,424.736,300.682,64.956,26.276,2.504,0.700
312,97.808,1425.015,1362.312,1362.312,564.141,413.460,292.700,63.231,25.579,2.438,0.681
313,98.145,1425.905,1325.160,1325.160,548.755,402.184,284.717,61.507,24.881,2.371,0.663
314,98.482,1338.642,1288.007,1288.007,533.370,390.908,276.735,59.782,24.183,2.305,0.644
315,98.819,1222.792,1250.854,1250.854,517.985,379.632,268.752,58.058,23.486,2.238,0.625
316,99.157,1272.341,1243.037,1243.037,514.748,377.260,267.073,57.695,23.339,2.224,0.622
317,99.494,1221.089,1235.221,1235.221,511.511,374.888,265.394,57.332,23.192,2.210,0.618
318,99.831,1205.828,1227.405,1227.405,508.275,372.516,263.714,56.970,23.046,2.196,0.614
319,100.168,1101.685,1219.588,1219.588,505.038,370.143,262.035,56.607,22.899,2.182,0.610
320,100.505,1125.123,1211.772,1211.772,501.801,367.771,260.355,56.244,22.752,2.168,0.606
321,100.843,1168.086,1203.956,1203.956,498.564,365.399,258.676,55.881,22.605,2.154,0.602
322,101.180,1114.829,1196.139,1196.139,495.327,363.027,256.997,55.518,22.459,2.140,0.598
323,101.517,1099.863,1188.323,1188.323,492.091,360.654,255.317,55.156,22.312,2.126,0.594
324,101.854,1127.270,1180.507,1180.507,488.854,358.282,253.638,54.793,22.165,2.112,0.590
325,102.192,1077.346,1172.690,1172.690,485.617,355.910,251.958,54.430,22.018,2.098,0.586
326,102.529,1095.386,1164.874,1164.874,482.380,353.538,250.279,54.067,21.872,2.085,0.582
327,102.866,1133.641,1157.057,1157.057,479.143,351.165,248.600,53.704,21.725,2.071,0.579
328,103.203,1125.782,1149.241,1149.241,475.907,348.793,246.920,53.342,21.578,2.057,0.575
329,103.541,1040.899,1141.425,1141.425,472.670,346.421,245.241,52.979,21.431,2.043,0.571
330,103.878,1009.010,1133.608,1133.608,469.433,344.049,243.562,52.616,21.285,2.029,0.567
331,104.216,987.486,1125.792,1125.792,466.196,341.676,241.882,52.253,21.138,2.015,0.563
332,104.553,990.191,1117.976,1117.976,462.960,339.304,240.203,51.890,20.991,2.001,0.559
333,104.890,1009.303,1110.159,1110.159,459.723,336.932,238.523,51.528,20.844,1.987,0.555
334,105.228,994.857,1102.343,1102.343,456.486,334.559,236.844,51.165,20.697,1.973,0.551
335,105.565,1044.006,1094.527,1094.527,453.249,332.187,235.165,50.802,20.551,1.959,0.547
336,105.903,1005.191,1086.710,1086.710,450.012,329.815,233.485,50.439,20.404,1.945,0.543
337,106.240,1057.707,1078.894,1078.894,446.776,327.443,231.806,50.076,20.257,1.931,0.539
338,106.578,973.484,1071.078,1071.078,443.539,325.070,230.126,49.714,20.110,1.917,0.536
339,106.915,948.523,1063.261,1063.261,440.302,322.698,228.447,49.351,19.964,1.903,0.532
340,107.253,968.043,1055.445,1055.445,437.065,320.326,226.768,48.988,19.817,1.889,0.528
341,107.590,979.114,1047.629,1047.629,433.828,317.954,225.088,48.625,19.670,1.875,0.524
342,107.928,997.817,1039.812,1039.812,430.592,315.581,223.409,48.263,19.523,1.861,0.520
343,108.265,945.039,1031.996,1031.996,427.355,313.209,221.730,47.900,19.377,1.847,0.516
344,108.603,1026.820,1024.179,1024.179,424.118,310.837,220.050,47.537,19.230,1.833,0.512
345,108.940,910.931,1016.363,1016.363,420.881,308.465,218.371,47.174,19.083,1.819,0.508
346,109.278,977.297,1008.547,1008.547,417.644,306.092,216.691,46.811,18.936,1.805,0.504
347,109.616,1017.107,1000.730,1000.730,414.408,303.720,215.012,46.449,18.790,1.791,0.500
348,109.953,931.959,992.914,992.914,411.171,301.348,213.333,46.086,18.643,1.777,0.496
349,110.291,980.593,985.098,985.098,407.934,298.976,211.653,45.723,18.496,1.763,0.493
350,110.629,910.295,977.281,977.281,404.697,296.603,209.974,45.360,18.349,1.749,0.489
351,110.966,910.184,969.465,969.465,401.460,294.231,208.294,44.997,18.203,1.735,0.485
352,111.304,924.366,961.649,961.649,398.224,291.859,206.615,44.635,18.056,1.721,0.481
353,111.642,916.370,953.832,953.832,394.987,289.487,204.936,44.272,17.909,1.707,0.477
354,111.979,920.435,946.016,946.016,391.750,287.114,203.256,43.909,17.762,1.693,0.473
355,112.317,918.327,938.200,938.200,388.513,284.742,201.577,43.546,17.616,1.679,0.469
356,112.655,826.587,930.384,930.383,385.277,282.370,199.898,43.183,17.469,1.665,0.465
357,112.993,844.626,922.575,922.567,382.043,280.000,198.221,42.821,17.322,1.651,0.461
358,113.331,860.437,914.774,914.751,378.812,277.631,196.546,42.459,17.176,1.637,0.457
359,113.668,852.438,906.963,906.934,375.577,275.260,194.869,42.096,17.029,1.623,0.454
360,114.006,817.919,899.159,899.118,372.345,272.891,193.193,41.734,16.883,1.609,0.450
361,114.344,846.362,891.353,891.301,369.112,270.521,191.517,41.371,16.736,1.596,0.446
362,114.682,939.177,883.558,883.485,365.887,268.152,189.842,41.009,16.590,1.582,0.442
363,115.020,794.956,875.756,875.669,362.657,265.783,188.166,40.647,16.444,1.568,0.438
364,115.358,856.840,867.958,867.852,359.429,263.414,186.492,40.285,16.297,1.554,0.434
365,115.696,886.723,860.161,860.036,356.201,261.046,184.817,39.923,16.151,1.541,0.430
366,116.033,866.844,852.369,852.220,352.976,258.678,183.144,39.561,16.005,1.527,0.426
367,116.371,839.838,844.590,844.403,349.758,256.313,181.473,39.199,15.859,1.514,0.422
368,116.709,854.650,836.808,836.587,346.539,253.948,179.802,38.837,15.713,1.500,0.418
369,117.047,773.397,829.036,828.771,343.324,251.584,178.133,38.476,15.567,1.487,0.415
370,117.385,805.691,821.269,820.954,340.112,249.221,176.465,38.115,15.421,1.474,0.411
371,117.723,931.656,813.516,813.138,336.908,246.860,174.801,37.754,15.276,1.461,0.407
372,118.061,853.134,805.773,805.322,333.709,244.502,173.138,37.393,15.130,1.448,0.403
373,118.399,840.654,798.049,797.505,330.520,242.146,171.479,37.033,14.985,1.436,0.399
374,118.737,842.539,790.341,789.689,327.342,239.794,169.824,36.674,14.841,1.424,0.395
375,119.075,862.466,782.659,781.873,324.177,237.445,168.174,36.315,14.696,1.412,0.391
376,119.414,847.238,775.018,774.056,321.034,235.105,166.532,35.957,14.553,1.401,0.387
377,119.752,812.499,767.410,766.240,317.911,232.770,164.897,35.600,14.410,1.390,0.384
378,120.090,824.169,759.855,758.423,314.818,230.443,163.272,35.245,14.268,1.380,0.380
379,120.428,792.982,755.710,753.954,313.147,229.143,162.379,35.047,14.190,1.378,0.378
380,120.766,863.426,751.649,749.484,311.525,227.858,161.502,34.851,14.113,1.376,0.376
381,121.104,764.313,747.699,745.014,309.966,226.593,160.647,34.659,14.038,1.376,0.374
382,121.442,865.536,743.893,740.544,308.488,225.352,159.820,34.470,13.966,1.378,0.372
383,121.781,897.462,740.278,736.074,307.117,224.146,159.031,34.288,13.897,1.382,0.370
384,122.119,806.200,736.917,731.604,305.890,222.986,158.292,34.112,13.832,1.389,0.368
385,122.457,860.568,733.906,727.134,304.855,221.892,157.623,33.948,13.774,1.400,0.366
386,122.795,944.308,731.373,722.664,304.081,220.889,157.053,33.799,13.723,1.415,0.365
387,123.133,861.162,729.507,718.194,303.663,220.017,156.620,33.671,13.685,1.437,0.363
388,123.472,870.352,728.587,713.724,303.744,219.337,156.388,33.575,13.663,1.467,0.363
389,123.810,893.012,729.021,709.254,304.523,218.938,156.447,33.525,13.667,1.507,0.362
390,124.148,897.602,731.427,704.784,306.298,218.960,156.938,33.545,13.707,1.562,0.363
391,124.487,1016.269,736.740,700.314,309.513,219.618,158.079,33.669,13.803,1.636,0.365
392,124.825,1003.677,746.391,695.845,314.834,221.248,160.205,33.955,13.983,1.738,0.369
393,125.163,876.339,762.587,691.375,323.273,224.375,163.843,34.487,14.291,1.878,0.377
394,125.502,1038.381,788.770,686.905,336.386,229.829,169.820,35.405,14.798,2.073,0.389
395,125.840,1032.487,830.313,682.435,356.575,238.922,179.442,36.924,15.614,2.347,0.410
396,126.178,919.785,895.677,677.965,387.579,253.739,194.777,39.391,16.914,2.741,0.442
397,126.517,1012.785,982.521,673.495,428.670,273.551,215.129,42.684,18.640,3.247,0.486
398,126.855,959.819,1067.313,669.025,470.315,292.135,234.385,45.770,20.276,3.774,0.527
399,127.194,987.558,1128.619,664.555,503.960,303.757,246.923,47.696,21.348,4.238,0.552
400,127.532,1013.075,1157.514,660.085,526.433,305.837,250.246,48.035,21.645,4.611,0.556
401,127.871,1005.601,1159.321,655.615,539.608,299.908,245.847,47.041,21.294,4.930,0.542
402,128.209,992.631,1149.196,651.145,548.663,290.424,238.042,45.459,20.656,5.284,0.520
403,128.548,986.075,1144.555,646.675,560.057,282.258,231.583,44.098,20.133,5.774,0.502
404,128.886,1025.075,1153.703,642.205,576.560,277.876,228.859,43.372,19.926,6.466,0.492
405,129.225,984.149,1174.782,637.736,596.827,277.053,229.618,43.246,20.012,7.378,0.490
406,129.563,1057.518,1197.241,633.266,614.897,277.819,231.836,43.393,20.218,8.420,0.492
407,129.902,971.778,1213.379,628.796,626.844,278.525,233.868,43.539,20.405,9.526,0.495
408,130.240,926.892,1219.705,624.326,631.087,278.326,234.906,43.544,20.504,10.656,0.496
409,130.579,1075.625,1216.751,619.856,628.030,277.269,235.044,43.412,20.524,11.782,0.495
410,130.917,1042.404,1206.673,615.386,618.946,275.743,234.710,43.203,20.502,12.868,0.493
411,131.256,1026.035,1190.861,610.916,604.916,273.949,234.084,42.947,20.453,13.802,0.491
412,131.595,1023.998,1171.070,606.446,587.139,272.152,233.442,42.685,20.401,14.528,0.488
413,131.933,998.443,1148.670,601.976,566.642,270.518,232.958,42.442,20.360,15.013,0.486
414,132.272,1022.480,1124.711,597.506,544.336,269.114,232.706,42.228,20.339,15.235,0.483
415,132.611,1011.402,1099.936,593.036,521.049,267.905,232.650,42.037,20.333,15.188,0.481
416,132.949,1070.103,1074.541,588.566,497.439,266.699,232.561,41.839,20.324,14.883,0.479
417,133.288,1027.476,1049.488,584.096,474.492,265.476,232.417,41.631,20.309,14.341,0.477
418,133.627,1052.546,1025.613,579.627,453.014,264.228,232.219,41.412,20.289,13.598,0.475
419,133.966,971.217,1003.735,575.157,433.696,262.986,232.012,41.190,20.269,12.695,0.472
420,134.304,995.769,984.468,570.687,417.021,261.785,231.837,40.971,20.251,11.675,0.470
421,134.643,1015.400,967.758,566.217,403.058,260.558,231.607,40.747,20.229,10.585,0.468
422,134.982,1031.139,953.609,561.747,391.742,259.315,231.332,40.523,20.203,9.468,0.466
423,135.321,969.916,941.902,557.277,382.844,258.079,231.047,40.303,20.176,8.365,0.463
424,135.660,980.360,932.419,552.807,376.032,256.879,230.791,40.094,20.151,7.312,0.461
425,135.998,948.026,924.799,548.337,370.901,255.720,230.575,39.898,20.128,6.338,0.459
426,136.337,897.287,918.506,543.867,367.032,254.548,230.327,39.707,20.103,5.465,0.457
427,136.676,959.432,913.099,539.397,364.023,253.340,230.025,39.518,20.071,4.703,0.456
428,137.015,939.542,908.268,534.927,361.547,252.103,229.680,39.332,20.035,4.055,0.454
429,137.354,967.949,903.917,530.457,359.436,250.864,229.330,39.152,19.998,3.518,0.452
430,137.693,906.764,899.977,525.987,357.589,249.640,228.997,38.981,19.961,3.086,0.450
431,138.032,942.095,896.212,521.518,355.874,248.396,228.637,38.812,19.921,2.746,0.448
432,138.371,872.690,892.484,517.048,354.216,247.118,228.224,38.642,19.876,2.485,0.446
433,138.710,905.353,888.819,512.578,352.615,245.821,227.784,38.472,19.828,2.290,0.444
434,139.049,898.355,885.291,508.108,351.091,244.532,227.349,38.306,19.780,2.147,0.442
435,139.388,915.164,881.971,503.638,349.671,243.273,226.950,38.146,19.736,2.047,0.441
436,139.727,875.762,878.709,499.168,348.299,242.015,226.546,37.987,19.691,1.977,0.439
437,140.066,847.240,875.341,494.698,346.916,240.723,226.090,37.822,19.642,1.927,0.437
438,140.405,929.496,871.905,490.228,345.538,239.409,225.596,37.653,19.590,1.889,0.435
439,140.744,882.388,868.474,485.758,344.192,238.090,225.090,37.482,19.538,1.862,0.433
440,141.083,880.166,865.125,481.288,342.911,236.787,224.595,37.313,19.488,1.840,0.431
441,141.422,922.758,861.809,476.818,341.677,235.487,224.096,37.143,19.438,1.824,0.429
442,141.761,927.347,862.200,476.137,342.010,235.327,224.361,37.145,19.455,1.817,0.429
443,142.100,910.568,862.553,475.456,342.368,235.159,224.592,37.143,19.471,1.812,0.429
444,142.439,855.754,862.896,474.775,342.759,234.987,224.795,37.139,19.485,1.810,0.429
445,142.778,893.976,863.291,474.094,343.210,234.827,224.986,37.135,19.500,1.809,0.429
446,143.118,989.158,863.719,473.413,343.712,234.675,225.159,37.131,19.514,1.810,0.429
447,143.457,844.974,864.087,472.732,344.231,234.507,225.281,37.122,19.524,1.812,0.429
448,143.796,893.050,864.382,472.050,344.761,234.322,225.347,37.108,19.530,1.815,0.429
449,144.135,902.787,864.671,471.369,345.334,234.133,225.373,37.091,19.533,1.820,0.429
450,144.474,959.418,865.008,470.688,345.960,233.955,225.380,37.074,19.535,1.825,0.429
451,144.814,909.862,865.459,470.007,346.673,233.800,225.385,37.059,19.536,1.831,0.428
452,145.153,839.785,865.932,469.326,347.436,233.646,225.359,37.041,19.535,1.838,0.428
453,145.492,867.227,866.374,468.645,348.231,233.477,225.283,37.019,19.530,1.846,0.428
454,145.831,878.785,866.823,467.964,349.075,233.302,225.171,36.995,19.521,1.854,0.428
455,146.171,844.452,867.339,467.283,349.995,233.131,225.041,36.969,19.511,1.863,0.428
456,146.510,861.415,867.996,466.601,351.021,232.979,224.915,36.944,19.500,1.874,0.428
457,146.849,932.525,868.736,465.920,352.134,232.830,224.777,36.918,19.487,1.885,0.427
458,147.189,910.005,869.524,465.239,353.325,232.673,224.614,36.890,19.472,1.897,0.427
459,147.528,824.454,870.399,464.558,354.612,232.513,224.438,36.860,19.455,1.910,0.427
460,147.867,908.078,871.400,463.877,356.017,232.357,224.262,36.829,19.436,1.924,0.427
461,148.207,891.599,872.587,463.196,357.569,232.214,224.101,36.799,19.419,1.940,0.426
462,148.546,880.337,873.946,462.515,359.260,232.081,223.956,36.770,19.402,1.957,0.426
463,148.886,927.374,875.370,461.834,361.030,231.939,223.802,36.739,19.384,1.975,0.426
464,149.225,895.335,876.845,461.152,362.869,231.788,223.638,36.707,19.364,1.994,0.426
465,149.564,846.151,878.400,460.471,364.785,231.635,223.476,36.673,19.345,2.015,0.426
466,149.904,880.630,880.090,459.790,366.798,231.492,223.334,36.642,19.326,2.038,0.425
467,150.243,894.888,881.942,459.109,368.911,231.367,223.224,36.614,19.311,2.062,0.425
468,150.583,860.890,883.800,458.428,371.028,231.239,223.115,36.585,19.295,2.089,0.425
469,150.922,954.554,885.588,457.747,373.094,231.101,222.997,36.556,19.279,2.117,0.425
470,151.262,884.960,887.293,457.066,375.088,230.955,222.873,36.526,19.263,2.148,0.425
471,151.601,980.998,888.925,456.385,376.997,230.811,222.755,36.497,19.247,2.180,0.425
472,151.941,883.851,890.501,455.703,378.812,230.679,222.654,36.470,19.233,2.216,0.424
473,152.281,928.219,891.969,455.022,380.498,230.554,222.562,36.445,19.221,2.254,0.424
474,152.620,950.404,893.244,454.341,382.006,230.422,222.459,36.420,19.208,2.296,0.424
475,152.960,811.330,894.305,453.660,383.314,230.284,222.345,36.395,19.195,2.340,0.424
476,153.299,807.073,895.151,452.979,384.411,230.146,222.223,36.370,19.182,2.388,0.424
477,153.639,877.142,895.799,452.298,385.294,230.015,222.104,36.347,19.170,2.440,0.424
478,153.979,924.256,896.262,451.617,385.959,229.897,221.994,36.327,19.159,2.496,0.423
479,154.318,905.217,896.436,450.935,386.361,229.772,221.864,36.306,19.147,2.556,0.423
480,154.658,862.214,896.314,450.254,386.493,229.640,221.712,36.285,19.134,2.621,0.423
481,154.998,879.142,895.925,449.573,386.366,229.508,221.547,36.263,19.121,2.691,0.423
482,155.337,955.581,895.304,448.892,385.997,229.383,221.379,36.243,19.107,2.767,0.423
483,155.677,923.360,894.486,448.211,385.403,229.271,221.215,36.225,19.095,2.848,0.422
484,156.017,896.839,893.449,447.530,384.583,229.165,221.045,36.208,19.083,2.937,0.422
485,156.357,832.766,892.149,446.849,383.529,229.050,220.851,36.189,19.069,3.033,0.422
486,156.696,875.027,890.627,446.168,382.268,228.932,220.641,36.169,19.054,3.136,0.422
487,157.036,828.806,888.930,445.486,380.830,228.815,220.422,36.150,19.038,3.248,0.422
488,157.376,911.840,887.123,444.805,379.255,228.709,220.208,36.132,19.024,3.368,0.421
489,157.716,840.952,885.247,444.124,377.575,228.616,220.004,36.116,19.010,3.499,0.421
490,158.056,800.725,883.255,443.443,375.784,228.521,219.788,36.099,18.995,3.641,0.421
491,158.395,812.395,881.171,442.762,373.908,228.422,219.561,36.080,18.979,3.794,0.421
492,158.735,868.468,879.040,442.081,371.979,228.323,219.328,36.061,18.963,3.959,0.421
493,159.075,842.169,876.918,441.400,370.034,228.231,219.099,36.042,18.947,4.138,0.420
494,159.415,849.466,874.854,440.719,368.106,228.151,218.883,36.024,18.932,4.332,0.420
495,159.755,879.467,872.841,440.037,366.206,228.076,218.671,36.006,18.917,4.537,0.420
496,160.095,819.280,870.857,439.356,364.337,228.000,218.453,35.986,18.902,4.752,0.420
497,160.435,869.058,868.933,438.675,362.523,227.924,218.233,35.966,18.887,4.975,0.420
498,160.775,839.500,867.102,437.994,360.784,227.854,218.016,35.944,18.872,5.207,0.420
499,161.115,850.016,865.400,437.313,359.144,227.794,217.810,35.923,18.857,5.447,0.420
500,161.455,879.166,863.829,436.632,357.602,227.740,217.625,35.901,18.844,5.692,0.420
501,161.795,784.759,862.438,435.951,356.166,227.693,217.507,35.879,18.830,5.936,0.420
502,162.135,787.127,861.052,435.270,354.824,227.643,217.310,35.855,18.817,6.177,0.420
503,162.475,862.759,859.772,434.588,353.589,227.597,217.116,35.830,18.803,6.412,0.420
504,162.815,837.796,858.624,433.907,352.471,227.561,216.931,35.805,18.792,6.639,0.420
505,163.155,828.314,857.613,433.226,351.472,227.538,216.759,35.781,18.784,6.854,0.420
506,163.495,867.532,856.702,432.545,350.579,227.520,216.591,35.756,18.774,7.057,0.420
507,163.835,851.278,855.855,431.864,349.774,227.502,216.417,35.729,18.763,7.244,0.420
508,164.175,898.757,855.080,431.183,349.058,227.488,216.243,35.701,18.751,7.413,0.420
509,164.515,835.607,854.385,430.502,348.432,227.480,216.071,35.673,18.740,7.563,0.420
510,164.855,796.978,853.796,429.821,347.904,227.488,215.913,35.646,18.729,7.691,0.420
511,165.195,805.570,853.292,429.139,347.461,227.507,215.765,35.619,18.719,7.795,0.420
512,165.535,850.714,852.823,428.458,347.078,227.529,215.613,35.591,18.709,7.876,0.421
513,165.876,863.088,852.374,427.777,346.746,227.553,215.456,35.563,18.699,7.930,0.421
514,166.216,817.900,851.954,427.096,346.465,227.582,215.299,35.534,18.688,7.959,0.421
515,166.556,762.455,851.577,426.415,346.236,227.622,215.148,35.505,18.678,7.960,0.421
516,166.896,789.531,851.250,425.734,346.059,227.676,215.005,35.478,18.669,7.935,0.422
517,167.236,814.083,850.950,425.053,345.922,227.739,214.866,35.452,18.660,7.883,0.422
518,167.577,819.121,850.644,424.372,345.809,227.804,214.722,35.425,18.650,7.806,0.423
519,167.917,748.047,850.339,423.690,345.717,227.874,214.577,35.398,18.641,7.703,0.423
520,168.257,730.938,850.046,423.009,345.650,227.953,214.436,35.371,18.631,7.576,0.424
521,168.598,856.195,849.784,422.328,345.610,228.045,214.304,35.347,18.622,7.427,0.424
522,168.938,900.825,849.540,421.647,345.590,228.148,214.178,35.323,18.613,7.257,0.425
523,169.278,836.271,849.281,420.966,345.575,228.254,214.048,35.299,18.604,7.069,0.425
524,169.618,876.935,849.011,420.285,345.564,228.365,213.916,35.276,18.595,6.864,0.426
525,169.959,858.894,848.747,419.604,345.562,228.484,213.785,35.253,18.586,6.644,0.427
526,170.299,835.858,848.502,418.923,345.572,228.614,213.660,35.232,18.577,6.413,0.428
527,170.640,848.267,848.292,418.241,345.600,228.759,213.544,35.213,18.569,6.172,0.429
528,170.980,777.119,848.082,417.560,345.630,228.908,213.430,35.195,18.561,5.924,0.429
529,171.320,882.041,847.557,416.577,345.528,228.965,213.248,35.162,18.546,5.671,0.430
530,171.661,823.968,847.031,415.594,345.424,229.026,213.068,35.130,18.532,5.416,0.431
531,172.001,809.300,846.528,414.610,345.325,229.094,212.895,35.099,18.518,5.160,0.432
