spectrum,det,n,level,arm,place,e_star,ch_star,tag_before,tag_after,d_max_kev,d_max_fwhm,ch_max,d_at_star_kev,cause
G1S24_Ra226_Denta120_2,G1S24,11,choose,shift,mid,697.75,271.21,affine,stored,5.303,1.1249,1023,-1.6651,reacted
G1S24_Th232_Denta120,G1S24,9,choose,null,low,119.19,45.91,gain,gain,0.0,0.0,0,0.0,neutral
G1S24_Th232_Denta120,G1S24,9,choose,shift,low,119.19,57.56,gain,stored,18.0944,0.212,1023,-0.9102,reacted
G1S24_Th232_Denta120,G1S24,9,choose,null,mid,789.45,271.85,gain,gain,0.0,0.0,0,0.0,neutral
G1S24_Th232_Denta120,G1S24,9,choose,shift,mid,789.45,300.64,gain,stored,18.0944,0.212,1023,-5.2139,reacted
G1S24_Th232_Denta120_2,G1S24,11,choose,null,low,119.43,46.02,gain,gain,0.0,0.0,0,0.0,neutral
G1S24_Th232_Denta120_2,G1S24,11,choose,shift,low,119.43,57.28,gain,stored,16.6387,0.2021,1023,-0.8324,reacted
G1S24_Th232_Denta120_2,G1S24,11,choose,null,mid,790.25,272.24,gain,gain,0.0,0.0,0,0.0,neutral
G1S24_Th232_Denta120_2,G1S24,11,choose,shift,mid,790.25,300.05,gain,stored,16.6387,0.2021,1023,-4.7847,reacted
G1S24_Cs137_Mar,G1S24,3,choose,null,low,93.11,38.77,affine,affine,0.0,0.0,358,-0.0,neutral
G1S24_Cs137_Mar,G1S24,3,choose,shift,low,93.11,53.74,affine,affine,53.2629,4.3264,1023,-18.4107,reacted
G1S24_Cs137_Mar,G1S24,3,choose,null,mid,521.56,182.66,affine,affine,0.0,0.0,724,-0.0,neutral
G1S24_Cs137_Mar,G1S24,3,choose,shift,mid,521.56,216.61,affine,gain,149.126,1.9557,1023,-22.2747,reacted
G1S24_Cs137_Mar,G1S24,3,choose,null,high,2191.23,727.11,affine,affine,0.0,0.0,193,-0.0,neutral
G1S24_Cs137_Mar,G1S24,3,choose,shift,high,2191.23,796.24,affine,gain,160.6078,1.9514,1023,-121.9566,reacted
G1S24_Cs137_Mar_2,G1S24,4,choose,null,low,99.06,37.12,affine,affine,0.0,0.0,766,0.0,neutral
G1S24_Cs137_Mar_2,G1S24,4,choose,shift,low,99.06,48.95,affine,affine,15.5786,3.3033,1023,-11.3266,reacted
G1S24_Cs137_Mar_2,G1S24,4,choose,null,mid,719.7,246.89,affine,affine,0.0,0.0,766,0.0,neutral
G1S24_Cs137_Mar_2,G1S24,4,choose,shift,mid,719.7,277.13,affine,poly2,45.4638,0.5942,1023,-26.1025,reacted
G1S24_K40_Mar,G1S24,4,choose,null,low,118.63,44.78,stored,poly1,29.3894,0.5022,1023,7.7303,gate:extrap_below
G1S24_K40_Mar,G1S24,4,choose,shift,low,118.63,59.74,stored,stored,0.0,0.0,0,0.0,frozen
G1S24_K40_Mar,G1S24,4,choose,null,mid,723.16,249.73,stored,poly1,31.2532,0.6376,1023,12.3599,gate:extrap_below
G1S24_K40_Mar,G1S24,4,choose,shift,mid,723.16,284.86,stored,stored,0.0,0.0,0,0.0,frozen
G1S24_K40_Mar_2,G1S24,2,choose,null,low,729.81,250.38,gain,gain,0.0,0.0,0,0.0,neutral
G1S24_K40_Mar_2,G1S24,2,choose,shift,low,729.81,281.5,gain,affine,142.6925,36.4723,0,-77.6107,reacted
G1S24_K40_Mar_2,G1S24,2,choose,null,mid,1953.51,653.27,gain,affine,35.3282,9.0307,0,1.5688,unlock
G1S24_K40_Mar_2,G1S24,2,choose,shift,mid,1953.51,704.32,gain,stored,19.8184,0.2046,1023,-13.5478,reacted
G1S24_Ra226_Mar,G1S24,12,choose,null,low,23.94,10.28,affine,affine,0.0,0.0,794,-0.0,neutral
G1S24_Ra226_Mar,G1S24,12,choose,shift,low,23.94,16.01,affine,stored,3.3237,0.9021,0,-3.3136,reacted
G1S24_Ra226_Mar,G1S24,12,choose,null,mid,324.88,114.8,affine,affine,0.0,0.0,838,-0.0,neutral
G1S24_Ra226_Mar,G1S24,12,choose,shift,mid,324.88,135.06,affine,stored,3.3237,0.9021,0,-3.2365,reacted
G1S24_Ra226_Mar_2,G1S24,13,choose,null,low,93.11,34.59,affine,affine,0.0,0.0,799,-0.0,neutral
G1S24_Ra226_Mar_2,G1S24,13,choose,shift,low,93.11,47.44,affine,stored,3.9315,0.8448,1023,-3.6001,reacted
G1S24_Ra226_Mar_2,G1S24,13,choose,null,mid,697.75,240.05,affine,affine,0.0,0.0,799,0.0,neutral
G1S24_Ra226_Mar_2,G1S24,13,choose,shift,mid,697.75,273.42,affine,stored,3.9315,0.8448,1023,-3.6755,reacted
G1S24_Th232_Mar,G1S24,9,choose,null,low,119.19,44.86,poly2,poly2,0.0,0.0,1023,0.0,neutral
G1S24_Th232_Mar,G1S24,9,choose,shift,low,119.19,58.35,poly2,stored,45.7327,0.4536,1023,-2.5119,reacted
G1S24_Th232_Mar,G1S24,9,choose,null,mid,789.45,271.18,poly2,poly2,0.0,0.0,1023,0.0,neutral
G1S24_Th232_Mar,G1S24,9,choose,shift,mid,789.45,305.53,poly2,stored,45.7327,0.4536,1023,3.0675,reacted
G1S24_Th232_Mar_2,G1S24,9,choose,null,low,119.37,44.12,affine,affine,0.0,0.0,760,-0.0,neutral
G1S24_Th232_Mar_2,G1S24,9,choose,shift,low,119.37,57.14,affine,affine,9.3065,2.4371,0,-8.4148,reacted
G1S24_Th232_Mar_2,G1S24,9,choose,null,mid,790.06,271.02,affine,affine,0.0,0.0,731,0.0,neutral
G1S24_Th232_Mar_2,G1S24,9,choose,shift,mid,790.06,302.81,affine,stored,3.2997,0.6833,1023,-2.8054,reacted
G1S24_Cs137_Petri,G1S24,3,choose,null,low,330.83,121.41,affine,affine,0.0,0.0,689,-0.0,neutral
G1S24_Cs137_Petri,G1S24,3,choose,shift,low,330.83,144.05,affine,affine,18.9255,4.4505,0,-14.0076,reacted
G1S24_Cs137_Petri,G1S24,3,choose,null,mid,1315.26,441.91,affine,affine,0.0,0.0,656,-0.0,neutral
G1S24_Cs137_Petri,G1S24,3,choose,shift,mid,1315.26,485.61,affine,stored,58.082,3.2986,1023,-20.2148,reacted
G1S24_Cs137_Petri_2,G1S24,3,choose,null,low,99.06,38.82,affine,affine,0.0,0.0,862,0.0,neutral
G1S24_Cs137_Petri_2,G1S24,3,choose,shift,low,99.06,52.42,affine,affine,40.4494,4.2364,1023,-15.904,reacted
G1S24_Cs137_Petri_2,G1S24,3,choose,null,mid,537.01,188.08,affine,affine,0.0,0.0,855,0.0,neutral
G1S24_Cs137_Petri_2,G1S24,3,choose,shift,mid,537.01,218.83,affine,stored,5.6138,0.6034,1023,-3.2736,reacted
G1S24_Cs137_Petri_2,G1S24,3,choose,null,high,2183.46,733.98,affine,affine,0.0,0.0,717,-0.0,neutral
G1S24_Cs137_Petri_2,G1S24,3,choose,shift,high,2183.46,795.97,affine,gain,96.0014,0.8858,1023,-75.8634,reacted
G1S24_K40_Petri,G1S24,8,choose,null,low,118.63,46.23,gain,gain,0.0,0.0,0,0.0,neutral
G1S24_K40_Petri,G1S24,8,choose,shift,low,118.63,66.34,gain,affine,19.0078,3.1416,0,-17.0536,reacted
G1S24_K40_Petri,G1S24,8,choose,null,mid,787.62,270.93,gain,gain,0.0,0.0,0,0.0,neutral
G1S24_K40_Petri,G1S24,8,choose,shift,mid,787.62,320.78,gain,stored,23.9175,0.1614,1023,-7.3978,reacted
G1S24_K40_Petri_2,G1S24,2,choose,null,low,729.81,252.69,gain,gain,0.0,0.0,0,0.0,neutral
G1S24_K40_Petri_2,G1S24,2,choose,shift,low,729.81,291.36,gain,stored,12.8988,0.1089,1023,-3.6098,reacted
G1S24_K40_Petri_2,G1S24,2,choose,null,mid,1953.51,655.83,gain,affine,17.4816,3.6067,0,1.0982,unlock
G1S24_K40_Petri_2,G1S24,2,choose,shift,mid,1953.51,718.99,gain,gain,109.0204,0.9202,1023,-77.2516,reacted
G1S24_Ra226_Petri,G1S24,10,choose,null,low,93.69,37.08,poly2,poly2,0.0,0.0,1023,0.0,neutral
G1S24_Ra226_Petri,G1S24,10,choose,shift,low,93.69,48.19,poly2,stored,102.7824,1.098,1023,-2.8106,reacted
G1S24_Ra226_Petri,G1S24,10,choose,null,mid,642.65,223.22,poly2,poly2,0.0,0.0,1023,0.0,neutral
G1S24_Ra226_Petri,G1S24,10,choose,shift,mid,642.65,251.8,poly2,stored,102.7824,1.098,1023,-3.7992,reacted
G1S24_Ra226_Petri_2,G1S24,15,choose,null,low,23.94,11.54,affine,affine,0.0,0.0,736,-0.0,neutral
G1S24_Ra226_Petri_2,G1S24,15,choose,shift,low,23.94,17.67,affine,stored,6.1891,1.5429,0,-6.0016,reacted
G1S24_Th232_Petri,G1S24,11,choose,null,low,119.37,46.52,gain,gain,0.0,0.0,0,0.0,neutral
G1S24_Th232_Petri,G1S24,11,choose,shift,low,119.37,59.75,gain,stored,20.9173,0.2156,1023,-1.0893,reacted
G1S24_Th232_Petri,G1S24,11,choose,null,mid,790.06,271.99,gain,gain,0.0,0.0,0,0.0,neutral
G1S24_Th232_Petri,G1S24,11,choose,shift,mid,790.06,304.74,gain,stored,20.9173,0.2156,1023,-6.1337,reacted
G1S24_Th232_Petri_2,G1S24,9,choose,null,low,119.43,45.74,affine,affine,0.0,0.0,679,0.0,neutral
G1S24_Th232_Petri_2,G1S24,9,choose,shift,low,119.43,56.67,affine,stored,7.2946,0.9209,1023,-3.1899,reacted
G1S24_Th232_Petri_2,G1S24,9,choose,null,mid,790.25,272.5,affine,affine,0.0,0.0,724,0.0,neutral
G1S24_Th232_Petri_2,G1S24,9,choose,shift,mid,790.25,299.56,affine,stored,7.2946,0.9209,1023,-4.2213,reacted
G1S24_Cs137_P25,G1S24,6,choose,null,low,99.06,36.84,affine,affine,0.0,0.0,955,0.0,neutral
G1S24_Cs137_P25,G1S24,6,choose,shift,low,99.06,49.02,affine,stored,5.8721,1.279,1023,-4.9678,reacted
G1S24_Cs137_P25,G1S24,6,choose,null,mid,719.7,248.26,affine,affine,0.0,0.0,955,0.0,neutral
G1S24_Cs137_P25,G1S24,6,choose,shift,mid,719.7,278.97,affine,stored,5.8721,1.279,1023,-5.1759,reacted
G1S24_Na22_P25,G1S24,4,choose,null,low,255.48,92.14,affine,affine,0.0,0.0,693,-0.0,neutral
G1S24_Na22_P25,G1S24,4,choose,shift,low,255.48,114.03,affine,affine,55.5207,10.3601,1023,-35.1736,reacted
G1S24_Na22_P25,G1S24,4,choose,null,mid,1155.82,393.6,affine,affine,0.0,0.0,773,0.0,neutral
G1S24_Na22_P25,G1S24,4,choose,shift,mid,1155.82,438.1,affine,stored,3.9208,0.8866,0,-1.4475,reacted
G1S24_Th228_P25,G1S24,9,choose,null,low,90.42,33.82,affine,affine,0.0,0.0,899,-0.0,neutral
G1S24_Th228_P25,G1S24,9,choose,shift,low,90.42,46.38,affine,stored,4.9342,1.1896,0,-4.7946,reacted
G1S24_Th228_P25,G1S24,9,choose,null,mid,687.62,237.91,affine,affine,0.0,0.0,833,-0.0,neutral
G1S24_Th228_P25,G1S24,9,choose,shift,mid,687.62,270.31,affine,stored,4.9342,1.1896,0,-4.0832,reacted
G1S24_Y88_P25,G1S24,6,choose,null,low,118.63,43.49,affine,affine,0.0,0.0,760,0.0,neutral
G1S24_Y88_P25,G1S24,6,choose,shift,low,118.63,58.96,affine,affine,13.8654,3.0021,1023,-11.9957,reacted
G1S24_Y88_P25,G1S24,6,choose,null,mid,659.93,228.39,affine,affine,0.0,0.0,731,-0.0,neutral
G1S24_Y88_P25,G1S24,6,choose,shift,mid,659.93,262.75,affine,stored,5.9228,1.3211,0,-4.9725,reacted
G1S24_Y88_P25,G1S24,6,choose,null,high,2753.27,921.07,affine,affine,0.0,0.0,808,0.0,neutral
G1S24_Y88_P25,G1S24,6,choose,shift,high,2753.27,988.2,affine,stored,5.9228,1.3211,0,-2.238,reacted
G1S24_Am241_P5,G1S24,1,choose,null,low,29.77,14.35,stored,stored,0.0,0.0,0,0.0,neutral
G1S24_Am241_P5,G1S24,1,choose,shift,low,29.77,20.97,stored,stored,0.0,0.0,0,0.0,frozen
G1S24_Am241_P5,G1S24,1,choose,null,mid,89.31,35.6,stored,stored,0.0,0.0,0,0.0,neutral
G1S24_Am241_P5,G1S24,1,choose,shift,mid,89.31,46.96,stored,stored,0.0,0.0,0,0.0,frozen
G1S24_Am241_P5,G1S24,1,choose,null,high,89.31,35.6,stored,stored,0.0,0.0,0,0.0,neutral
G1S24_Am241_P5,G1S24,1,choose,shift,high,89.31,46.96,stored,stored,0.0,0.0,0,0.0,frozen
G1S24_Ba133_P5,G1S24,4,choose,null,low,40.45,18.06,gain,gain,0.0,0.0,0,0.0,neutral
G1S24_Ba133_P5,G1S24,4,choose,shift,low,40.45,25.72,gain,affine,14.5102,1.8277,1023,-6.4643,reacted
G1S24_Ba133_P5,G1S24,4,choose,null,mid,343.76,123.33,gain,gain,0.0,0.0,0,0.0,neutral
G1S24_Ba133_P5,G1S24,4,choose,shift,mid,343.76,144.75,gain,stored,24.9001,0.2664,1023,-3.3395,reacted
G1S24_Ba133_P5,G1S24,4,choose,null,high,2191.23,737.01,gain,gain,0.0,0.0,721,-0.0,neutral
G1S24_Ba133_P5,G1S24,4,choose,shift,high,2191.23,790.61,gain,gain,123.1989,1.3182,1023,-95.4198,reacted
G1S24_Bi207_P5,G1S24,5,choose,null,low,99.06,35.05,affine,affine,0.0,0.0,857,-0.0,neutral
G1S24_Bi207_P5,G1S24,5,choose,shift,low,99.06,47.95,affine,stored,11.8592,2.9227,0,-11.0933,reacted
G1S24_Bi207_P5,G1S24,5,choose,null,mid,592.11,205.72,affine,affine,0.0,0.0,741,-0.0,neutral
G1S24_Bi207_P5,G1S24,5,choose,shift,mid,592.11,235.6,affine,stored,11.8592,2.9227,0,-7.964,reacted
G1S24_Bi207_P5,G1S24,5,choose,null,high,2654.48,902.79,affine,affine,0.0,0.0,858,0.0,neutral
G1S24_Bi207_P5,G1S24,5,choose,shift,high,2654.48,967.32,affine,gain,63.6991,2.8776,1023,-60.8896,reacted
G1S24_Cd109_P5,G1S24,2,choose,null,low,44.02,18.96,gain,affine,16.335,0.274,1023,-0.5155,unlock
G1S24_Cd109_P5,G1S24,2,choose,shift,low,44.02,24.84,gain,affine,108.3945,3.7855,1023,-8.3052,reacted
G1S24_Cd109_P5,G1S24,2,choose,null,mid,212.09,76.46,gain,affine,20.5373,0.489,1023,0.1303,unlock
G1S24_Cd109_P5,G1S24,2,choose,shift,mid,212.09,89.04,gain,stored,97.5231,1.3687,1023,-7.8302,reacted
G1S24_Cd109_P5,G1S24,2,choose,null,high,766.44,258.89,gain,affine,2.7947,0.2485,1023,0.1583,unlock
G1S24_Cd109_P5,G1S24,2,choose,shift,high,766.44,281.76,gain,stored,97.5231,1.3687,1023,-26.2868,reacted
G1S24_Co60_P5,G1S24,7,choose,null,low,118.63,40.93,affine,affine,0.0,0.0,844,-0.0,neutral
G1S24_Co60_P5,G1S24,7,choose,shift,low,118.63,55.67,affine,stored,15.2254,3.534,0,-13.9556,reacted
G1S24_Co60_P5,G1S24,7,choose,null,mid,723.16,249.35,affine,affine,0.0,0.0,780,0.0,neutral
G1S24_Co60_P5,G1S24,7,choose,shift,mid,723.16,283.67,affine,stored,15.2254,3.534,0,-8.5017,reacted
G1S24_Cs137_P5,G1S24,3,choose,null,low,99.06,37.96,affine,affine,0.0,0.0,880,0.0,neutral
G1S24_Cs137_P5,G1S24,3,choose,shift,low,99.06,53.03,affine,affine,90.3881,5.8828,1023,-22.227,reacted
G1S24_Cs137_P5,G1S24,3,choose,null,mid,537.97,189.98,affine,poly2,101.159,1.223,1023,0.6301,unlock
G1S24_Cs137_P5,G1S24,3,choose,shift,mid,537.97,223.39,affine,gain,148.1539,1.2733,1023,-34.1142,reacted
G1S24_Cs137_P5,G1S24,3,choose,null,high,2191.23,745.37,affine,affine,0.0,0.0,747,0.0,neutral
G1S24_Cs137_P5,G1S24,3,choose,shift,high,2191.23,813.42,affine,gain,160.6365,1.3806,1023,-128.6955,reacted
G1S24_Eu152_P5,G1S24,7,choose,null,low,121.62,46.82,gain,gain,0.0,0.0,0,0.0,neutral
G1S24_Eu152_P5,G1S24,7,choose,shift,low,121.62,60.19,gain,affine,23.2768,3.6679,1023,-12.1103,reacted
G1S24_Eu152_P5,G1S24,7,choose,null,mid,586.54,205.69,gain,gain,0.0,0.0,0,0.0,neutral
G1S24_Eu152_P5,G1S24,7,choose,shift,mid,586.54,233.63,gain,stored,15.4677,0.1631,1023,-3.4279,reacted
G1S24_Eu152_P5,G1S24,7,choose,null,high,2121.52,715.74,gain,gain,0.0,0.0,0,0.0,neutral
G1S24_Eu152_P5,G1S24,7,choose,shift,high,2121.52,769.39,gain,stored,15.4677,0.1631,1023,-11.6605,reacted
G1S24_Na22_P5,G1S24,5,choose,null,low,99.06,30.43,affine,affine,0.0,0.0,915,0.0,neutral
G1S24_Na22_P5,G1S24,5,choose,shift,low,99.06,44.15,affine,stored,80.08,3.5197,1023,-22.9161,reacted
G1S24_Na22_P5,G1S24,5,choose,null,mid,591.25,206.22,affine,affine,0.0,0.0,915,0.0,neutral
G1S24_Na22_P5,G1S24,5,choose,shift,mid,591.25,237.89,affine,gain,27.0703,3.489,0,-18.9171,reacted
G1S24_Na22_P5,G1S24,5,choose,null,high,2646.74,922.88,affine,affine,0.0,0.0,0,0.0,neutral
G1S24_Na22_P5,G1S24,5,choose,shift,high,2646.74,991.25,affine,gain,40.0169,3.468,1023,-39.6132,reacted
G1S24_Th228_P5,G1S24,8,choose,null,low,90.42,36.4,affine,affine,0.0,0.0,857,-0.0,neutral
G1S24_Th228_P5,G1S24,8,choose,shift,low,90.42,48.28,affine,affine,6.5024,1.6388,0,-5.9624,reacted
G1S24_Th228_P5,G1S24,8,choose,null,mid,687.62,240.27,affine,affine,0.0,0.0,857,-0.0,neutral
G1S24_Th228_P5,G1S24,8,choose,shift,mid,687.62,271.13,affine,poly2,44.6474,1.617,544,-22.6654,reacted
G1S24_Y88_P5,G1S24,5,choose,null,low,99.06,42.4,affine,affine,0.0,0.0,692,-0.0,neutral
G1S24_Y88_P5,G1S24,5,choose,shift,low,99.06,57.0,affine,affine,19.5005,3.9853,1023,-16.8399,reacted
G1S24_Y88_P5,G1S24,5,choose,null,mid,603.03,213.6,affine,affine,0.0,0.0,647,-0.0,neutral
G1S24_Y88_P5,G1S24,5,choose,shift,mid,603.03,247.78,affine,stored,21.8049,2.249,1023,2.9644,reacted
G1S24_Y88_P5,G1S24,5,choose,null,high,2753.27,929.06,affine,affine,0.0,0.0,768,0.0,neutral
G1S24_Y88_P5,G1S24,5,choose,shift,high,2753.27,1003.65,affine,gain,98.1539,2.2135,1023,-96.1048,reacted
G1S24_Zn65_P5,G1S24,2,choose,null,low,255.48,93.5,gain,gain,0.0,0.0,0,0.0,neutral
G1S24_Zn65_P5,G1S24,2,choose,shift,low,255.48,111.55,gain,affine,106.8667,16.5417,1023,-43.2382,reacted
G1S24_Zn65_P5,G1S24,2,choose,null,mid,755.01,262.06,gain,affine,3.8996,0.4213,1023,0.1758,unlock
G1S24_Zn65_P5,G1S24,2,choose,shift,mid,755.01,291.93,gain,gain,105.4667,1.1726,1023,-29.4988,reacted
G1S24_Zn65_P5,G1S24,2,choose,null,high,1673.41,566.02,gain,affine,0.832,0.1001,1023,-0.2983,unlock
G1S24_Zn65_P5,G1S24,2,choose,shift,high,1673.41,610.64,gain,gain,113.9562,1.267,1023,-68.1546,reacted
