ch,keV,net,fit,model,continuum_raw,Lu-176,Esc-NaI
6411,2283.785,5.002,5.002,0.000,0.000,0.000,0.000
6412,2284.158,0.000,-1.735,0.000,0.000,0.000,0.000
6413,2284.532,2.423,2.423,0.000,0.000,0.000,0.000
6414,2284.905,0.000,-1.577,0.000,0.000,0.000,0.000
6415,2285.279,0.000,-0.525,0.000,0.000,0.000,0.000
6416,2285.652,5.528,5.528,0.000,0.000,0.000,0.000
6417,2286.026,5.002,5.002,0.000,0.000,0.000,0.000
6418,2286.399,2.845,2.845,0.000,0.000,0.000,0.000
6419,2286.772,0.000,-3.840,0.000,0.000,0.000,0.000
6420,2287.146,0.000,-1.998,0.000,0.000,0.000,0.000
6421,2287.519,2.528,2.528,0.000,0.000,0.000,0.000
6422,2287.893,0.000,-0.577,0.000,0.000,0.000,0.000
6423,2288.266,0.000,-0.051,0.000,0.000,0.000,0.000
6424,2288.640,2.317,2.317,0.000,0.000,0.000,0.000
6425,2289.013,4.528,4.528,0.000,0.000,0.000,0.000
6426,2289.387,0.000,-3.155,0.000,0.000,0.000,0.000
6427,2289.760,0.000,-1.577,0.000,0.000,0.000,0.000
6428,2290.134,0.212,0.212,0.000,0.000,0.000,0.000
6429,2290.507,0.000,-4.051,0.000,0.000,0.000,0.000
6430,2290.881,0.000,-2.366,0.000,0.000,0.000,0.000
6431,2291.254,0.000,-1.840,0.000,0.000,0.000,0.000
6432,2291.628,0.000,-3.314,0.000,0.000,0.000,0.000
6433,2292.001,0.000,-2.998,0.000,0.000,0.000,0.000
6434,2292.375,0.000,-2.577,0.000,0.000,0.000,0.000
6435,2292.748,3.160,3.160,0.000,0.000,0.000,0.000
6436,2293.122,1.686,1.686,0.000,0.000,0.000,0.000
6437,2293.495,0.475,0.475,0.000,0.000,0.000,0.000
6438,2293.869,0.000,-0.577,0.000,0.000,0.000,0.000
6439,2294.242,0.000,-1.525,0.000,0.000,0.000,0.000
6440,2294.616,0.000,-1.998,0.000,0.000,0.000,0.000
6441,2294.990,0.000,-4.366,0.000,0.000,0.000,0.000
6442,2295.363,0.000,-2.998,0.000,0.000,0.000,0.000
6443,2295.737,1.002,1.002,0.000,0.000,0.000,0.000
6444,2296.110,0.000,-2.314,0.000,0.000,0.000,0.000
6445,2296.484,4.528,4.528,0.000,0.000,0.000,0.000
6446,2296.857,0.000,-3.209,0.000,0.000,0.000,0.000
6447,2297.231,0.000,-2.420,0.000,0.000,0.000,0.000
6448,2297.605,0.000,-4.525,0.000,0.000,0.000,0.000
6449,2297.978,0.000,-5.366,0.000,0.000,0.000,0.000
6450,2298.352,0.000,-1.788,0.000,0.000,0.000,0.000
6451,2298.725,0.000,-2.418,0.000,0.000,0.000,0.000
6452,2299.099,0.000,-0.261,0.000,0.000,0.000,0.000
6453,2299.473,1.528,1.528,0.000,0.000,0.000,0.000
6454,2299.846,4.528,4.528,0.000,0.000,0.000,0.000
6455,2300.220,0.475,0.475,0.000,0.000,0.000,0.000
6456,2300.594,0.000,-0.420,0.000,0.000,0.000,0.000
6457,2300.967,10.054,10.054,0.000,0.000,0.000,0.000
6458,2301.341,2.106,2.106,0.000,0.000,0.000,0.000
6459,2301.714,0.000,-0.946,0.000,0.000,0.000,0.000
6460,2302.088,0.000,-2.051,0.000,0.000,0.000,0.000
6461,2302.462,0.423,0.423,0.000,0.000,0.000,0.000
6462,2302.835,3.265,3.265,0.000,0.000,0.000,0.000
6463,2303.209,0.000,-1.788,0.000,0.000,0.000,0.000
6464,2303.583,0.000,-1.683,0.000,0.000,0.000,0.000
6465,2303.956,1.791,1.791,0.000,0.000,0.000,0.000
6466,2304.330,1.686,1.686,0.000,0.000,0.000,0.000
6467,2304.704,0.000,-2.209,0.000,0.000,0.000,0.000
6468,2305.077,0.000,-3.577,0.000,0.000,0.000,0.000
6469,2305.451,3.791,3.791,0.000,0.000,0.000,0.000
6470,2305.825,3.265,3.265,0.000,0.000,0.000,0.000
6471,2306.199,0.528,0.528,0.000,0.000,0.000,0.000
6472,2306.572,1.317,1.317,0.000,0.000,0.000,0.000
6473,2306.946,0.000,-3.314,0.000,0.000,0.000,0.000
6474,2307.320,0.000,-0.946,0.000,0.000,0.000,0.000
6475,2307.693,0.002,0.002,0.000,0.000,0.000,0.000
6476,2308.067,0.000,-1.998,0.000,0.000,0.000,0.000
6477,2308.441,0.000,-5.051,0.000,0.000,0.000,0.000
6478,2308.815,0.686,0.686,0.000,0.000,0.000,0.000
6479,2309.188,2.317,2.317,0.000,0.000,0.000,0.000
6480,2309.562,0.000,-1.788,0.000,0.000,0.000,0.000
6481,2309.936,2.475,2.475,0.000,0.000,0.000,0.000
6482,2310.310,0.212,0.212,0.000,0.000,0.000,0.000
6483,2310.683,0.000,-3.261,0.000,0.000,0.000,0.000
6484,2311.057,0.475,0.475,0.000,0.000,0.000,0.000
6485,2311.431,2.580,2.580,0.000,0.000,0.000,0.000
6486,2311.805,0.000,-2.840,0.000,0.000,0.000,0.000
6487,2312.178,0.000,-1.103,0.000,0.000,0.000,0.000
6488,2312.552,4.317,4.317,0.000,0.000,0.000,0.000
6489,2312.926,0.000,-2.735,0.000,0.000,0.000,0.000
6490,2313.300,1.739,1.739,0.000,0.000,0.000,0.000
6491,2313.674,3.791,3.791,0.000,0.000,0.000,0.000
6492,2314.047,1.002,1.002,0.000,0.000,0.000,0.000
6493,2314.421,2.054,2.054,0.000,0.000,0.000,0.000
6494,2314.795,1.054,1.054,0.000,0.000,0.000,0.000
6495,2315.169,0.000,-0.209,0.000,0.000,0.000,0.000
6496,2315.543,0.000,-0.472,0.000,0.000,0.000,0.000
6497,2315.917,0.000,-0.735,0.000,0.000,0.000,0.000
6498,2316.290,2.949,2.949,0.000,0.000,0.000,0.000
6499,2316.664,2.475,2.475,0.000,0.000,0.000,0.000
6500,2317.038,0.000,-0.525,0.000,0.000,0.000,0.000
6501,2317.412,0.000,-2.051,0.000,0.000,0.000,0.000
6502,2317.786,0.000,-0.998,0.000,0.000,0.000,0.000
6503,2318.160,0.000,-2.525,0.000,0.000,0.000,0.000
6504,2318.533,0.106,0.106,0.000,0.000,0.000,0.000
6505,2318.907,0.000,-0.472,0.000,0.000,0.000,0.000
6506,2319.281,4.106,4.106,0.000,0.000,0.000,0.000
6507,2319.655,1.739,1.739,0.000,0.000,0.000,0.000
6508,2320.029,2.002,2.002,0.000,0.000,0.000,0.000
6509,2320.403,0.423,0.423,0.000,0.000,0.000,0.000
6510,2320.777,1.528,1.528,0.000,0.000,0.000,0.000
6511,2321.151,0.000,-4.051,0.000,0.000,0.000,0.000
6512,2321.525,3.843,3.843,0.000,0.000,0.000,0.000
6513,2321.898,5.106,5.106,0.000,0.000,0.000,0.000
6514,2322.272,0.000,-3.525,0.000,0.000,0.000,0.000
6515,2322.646,0.000,-1.051,0.000,0.000,0.000,0.000
6516,2323.020,0.265,0.265,0.000,0.000,0.000,0.000
6517,2323.394,0.580,0.580,0.000,0.000,0.000,0.000
6518,2323.768,0.000,-2.051,0.000,0.000,0.000,0.000
6519,2324.142,0.000,-0.261,0.000,0.000,0.000,0.000
6520,2324.516,0.054,0.054,0.000,0.000,0.000,0.000
6521,2324.890,0.000,-1.840,0.000,0.000,0.000,0.000
6522,2325.264,1.528,1.528,0.000,0.000,0.000,0.000
6523,2325.638,1.686,1.686,0.000,0.000,0.000,0.000
6524,2326.012,0.475,0.475,0.000,0.000,0.000,0.000
6525,2326.386,0.791,0.791,0.000,0.000,0.000,0.000
6526,2326.760,0.160,0.160,0.000,0.000,0.000,0.000
6527,2327.134,0.000,-2.209,0.000,0.000,0.000,0.000
6528,2327.508,4.054,4.054,0.000,0.000,0.000,0.000
6529,2327.882,0.000,-2.472,0.000,0.000,0.000,0.000
6530,2328.256,0.000,-1.735,0.000,0.000,0.000,0.000
6531,2328.630,0.528,0.528,0.000,0.000,0.000,0.000
6532,2329.004,0.000,-2.314,0.000,0.000,0.000,0.000
6533,2329.378,0.000,-2.788,0.000,0.000,0.000,0.000
6534,2329.752,0.054,0.054,0.000,0.000,0.000,0.000
6535,2330.126,0.000,-0.472,0.000,0.000,0.000,0.000
6536,2330.500,0.580,0.580,0.000,0.000,0.000,0.000
6537,2330.874,1.739,1.739,0.000,0.000,0.000,0.000
6538,2331.248,0.000,-0.683,0.000,0.000,0.000,0.000
6539,2331.622,0.739,0.739,0.000,0.000,0.000,0.000
6540,2331.996,0.000,-3.261,0.000,0.000,0.000,0.000
6541,2332.370,2.475,2.475,0.000,0.000,0.000,0.000
6542,2332.744,5.106,5.106,0.000,0.000,0.000,0.000
6543,2333.118,0.000,-4.577,0.000,0.000,0.000,0.000
6544,2333.492,3.422,3.422,0.000,0.000,0.000,0.000
6545,2333.866,0.000,-2.472,0.000,0.000,0.000,0.000
6546,2334.240,0.475,0.475,0.000,0.000,0.000,0.000
6547,2334.614,1.369,1.369,0.000,0.000,0.000,0.000
6548,2334.988,0.000,-0.998,0.000,0.000,0.000,0.000
6549,2335.362,1.580,1.580,0.000,0.000,0.000,0.000
6550,2335.737,0.000,-0.840,0.000,0.000,0.000,0.000
6551,2336.111,3.106,3.106,0.000,0.000,0.000,0.000
6552,2336.485,0.000,-0.946,0.000,0.000,0.000,0.000
6553,2336.859,0.000,-1.209,0.000,0.000,0.000,0.000
6554,2337.233,2.054,2.054,0.000,0.000,0.000,0.000
6555,2337.607,0.000,-0.788,0.000,0.000,0.000,0.000
6556,2337.981,0.000,-1.998,0.000,0.000,0.000,0.000
6557,2338.355,3.369,3.369,0.000,0.000,0.000,0.000
6558,2338.729,0.000,-3.155,0.000,0.000,0.000,0.000
6559,2339.104,0.002,0.002,0.000,0.000,0.000,0.000
6560,2339.478,1.949,1.949,0.000,0.000,0.000,0.000
6561,2339.852,0.000,-3.420,0.000,0.000,0.000,0.000
6562,2340.226,1.949,1.949,0.000,0.000,0.000,0.000
6563,2340.600,0.000,-5.366,0.000,0.000,0.000,0.000
6564,2340.974,1.369,1.369,0.000,0.000,0.000,0.000
6565,2341.348,0.054,0.054,0.000,0.000,0.000,0.000
6566,2341.723,0.000,-0.735,0.000,0.000,0.000,0.000
6567,2342.097,3.317,3.317,0.000,0.000,0.000,0.000
6568,2342.471,4.265,4.265,0.000,0.000,0.000,0.000
6569,2342.845,5.791,5.791,0.000,0.000,0.000,0.000
6570,2343.219,0.000,-3.998,0.000,0.000,0.000,0.000
6571,2343.594,0.000,-1.998,0.000,0.000,0.000,0.000
6572,2343.968,0.000,-1.998,0.000,0.000,0.000,0.000
6573,2344.342,1.791,1.791,0.000,0.000,0.000,0.000
6574,2344.716,0.000,-1.946,0.000,0.000,0.000,0.000
6575,2345.090,0.000,-1.261,0.000,0.000,0.000,0.000
6576,2345.465,5.106,5.106,0.000,0.000,0.000,0.000
6577,2345.839,0.160,0.160,0.000,0.000,0.000,0.000
6578,2346.213,1.580,1.580,0.000,0.000,0.000,0.000
6579,2346.587,0.000,-2.209,0.000,0.000,0.000,0.000
6580,2346.962,0.000,-2.051,0.000,0.000,0.000,0.000
6581,2347.336,0.000,-1.894,0.000,0.000,0.000,0.000
6582,2347.710,0.000,-3.788,0.000,0.000,0.000,0.000
6583,2348.084,0.000,-0.261,0.000,0.000,0.000,0.000
6584,2348.459,1.317,1.317,0.000,0.000,0.000,0.000
6585,2348.833,1.739,1.739,0.000,0.000,0.000,0.000
6586,2349.207,2.739,2.739,0.000,0.000,0.000,0.000
6587,2349.581,0.791,0.791,0.000,0.000,0.000,0.000
6588,2349.956,0.317,0.317,0.000,0.000,0.000,0.000
6589,2350.330,0.000,-0.525,0.000,0.000,0.000,0.000
6590,2350.704,0.000,-3.209,0.000,0.000,0.000,0.000
6591,2351.078,0.000,-0.472,0.000,0.000,0.000,0.000
6592,2351.453,3.054,3.054,0.000,0.000,0.000,0.000
6593,2351.827,0.000,-0.525,0.000,0.000,0.000,0.000
6594,2352.201,0.000,-3.788,0.000,0.000,0.000,0.000
6595,2352.576,0.000,-3.735,0.000,0.000,0.000,0.000
6596,2352.950,0.000,-1.525,0.000,0.000,0.000,0.000
6597,2353.324,4.632,4.632,0.000,0.000,0.000,0.000
6598,2353.699,3.791,3.791,0.000,0.000,0.000,0.000
6599,2354.073,0.000,-1.998,0.000,0.000,0.000,0.000
6600,2354.447,0.000,-0.525,0.000,0.000,0.000,0.000
6601,2354.822,0.000,-4.735,0.000,0.000,0.000,0.000
6602,2355.196,1.002,1.002,0.000,0.000,0.000,0.000
6603,2355.570,0.000,-1.261,0.000,0.000,0.000,0.000
6604,2355.945,2.002,2.002,0.000,0.000,0.000,0.000
6605,2356.319,0.000,-3.735,0.000,0.000,0.000,0.000
6606,2356.693,0.000,-0.261,0.000,0.000,0.000,0.000
6607,2357.068,0.000,-0.420,0.000,0.000,0.000,0.000
6608,2357.442,0.000,-1.209,0.000,0.000,0.000,0.000
6609,2357.817,0.000,-2.998,0.000,0.000,0.000,0.000
6610,2358.191,0.054,0.054,0.000,0.000,0.000,0.000
6611,2358.565,0.000,-0.683,0.000,0.000,0.000,0.000
6612,2358.940,0.000,-1.631,0.000,0.000,0.000,0.000
6613,2359.314,0.000,-0.525,0.000,0.000,0.000,0.000
6614,2359.688,0.791,0.791,0.000,0.000,0.000,0.000
6615,2360.063,1.002,1.002,0.000,0.000,0.000,0.000
6616,2360.437,0.000,-2.998,0.000,0.000,0.000,0.000
6617,2360.812,0.000,-1.998,0.000,0.000,0.000,0.000
6618,2361.186,4.632,4.632,0.000,0.000,0.000,0.000
6619,2361.561,0.000,-2.472,0.000,0.000,0.000,0.000
6620,2361.935,0.000,-0.683,0.000,0.000,0.000,0.000
6621,2362.309,1.528,1.528,0.000,0.000,0.000,0.000
6622,2362.684,2.528,2.528,0.000,0.000,0.000,0.000
6623,2363.058,2.317,2.317,0.000,0.000,0.000,0.000
6624,2363.433,0.000,-1.735,0.000,0.000,0.000,0.000
6625,2363.807,0.528,0.528,0.000,0.000,0.000,0.000
6626,2364.182,1.106,1.106,0.000,0.000,0.000,0.000
6627,2364.556,0.000,-0.998,0.000,0.000,0.000,0.000
6628,2364.931,0.000,-1.209,0.000,0.000,0.000,0.000
6629,2365.305,0.000,-1.735,0.000,0.000,0.000,0.000
6630,2365.680,1.317,1.317,0.000,0.000,0.000,0.000
6631,2366.054,0.000,-1.735,0.000,0.000,0.000,0.000
6632,2366.429,0.000,-1.472,0.000,0.000,0.000,0.000
6633,2366.803,0.000,-0.735,0.000,0.000,0.000,0.000
6634,2367.178,2.843,2.843,0.000,0.000,0.000,0.000
6635,2367.552,0.000,-0.420,0.000,0.000,0.000,0.000
6636,2367.927,0.317,0.317,0.000,0.000,0.000,0.000
6637,2368.301,0.002,0.002,0.000,0.000,0.000,0.000
6638,2368.676,0.000,-0.894,0.000,0.000,0.000,0.000
6639,2369.050,3.106,3.106,0.000,0.000,0.000,0.000
6640,2369.425,0.000,-2.472,0.000,0.000,0.000,0.000
6641,2369.799,0.265,0.265,0.000,0.000,0.000,0.000
6642,2370.174,0.000,-2.209,0.000,0.000,0.000,0.000
6643,2370.548,2.369,2.369,0.000,0.000,0.000,0.000
6644,2370.923,0.000,-3.525,0.000,0.000,0.000,0.000
6645,2371.297,0.000,-1.946,0.000,0.000,0.000,0.000
6646,2371.672,0.000,-1.209,0.000,0.000,0.000,0.000
6647,2372.047,0.000,-1.261,0.000,0.000,0.000,0.000
6648,2372.421,0.000,-3.261,0.000,0.000,0.000,0.000
6649,2372.796,0.000,-1.420,0.000,0.000,0.000,0.000
6650,2373.170,1.791,1.791,0.000,0.000,0.000,0.000
6651,2373.545,4.265,4.265,0.000,0.000,0.000,0.000
6652,2373.919,3.791,3.791,0.000,0.000,0.000,0.000
6653,2374.294,0.000,-1.472,0.000,0.000,0.000,0.000
6654,2374.669,0.000,-3.261,0.000,0.000,0.000,0.000
6655,2375.043,1.317,1.317,0.000,0.000,0.000,0.000
6656,2375.418,0.000,-2.788,0.000,0.000,0.000,0.000
6657,2375.792,0.265,0.265,0.000,0.000,0.000,0.000
6658,2376.167,0.580,0.580,0.000,0.000,0.000,0.000
6659,2376.542,0.000,-3.472,0.000,0.000,0.000,0.000
6660,2376.916,0.000,-2.103,0.000,0.000,0.000,0.000
6661,2377.291,0.000,-0.946,0.000,0.000,0.000,0.000
6662,2377.666,2.317,2.317,0.000,0.000,0.000,0.000
6663,2378.040,0.000,-0.157,0.000,0.000,0.000,0.000
6664,2378.415,2.791,2.791,0.000,0.000,0.000,0.000
6665,2378.790,0.000,-4.472,0.000,0.000,0.000,0.000
6666,2379.164,0.000,-2.894,0.000,0.000,0.000,0.000
6667,2379.539,4.369,4.369,0.000,0.000,0.000,0.000
6668,2379.914,2.054,2.054,0.000,0.000,0.000,0.000
6669,2380.288,3.106,3.106,0.000,0.000,0.000,0.000
6670,2380.663,0.000,-0.261,0.000,0.000,0.000,0.000
6671,2381.038,0.000,-2.683,0.000,0.000,0.000,0.000
6672,2381.412,2.843,2.843,0.000,0.000,0.000,0.000
6673,2381.787,0.000,-3.051,0.000,0.000,0.000,0.000
6674,2382.162,1.054,1.054,0.000,0.000,0.000,0.000
6675,2382.536,0.000,-3.735,0.000,0.000,0.000,0.000
6676,2382.911,4.528,4.528,0.000,0.000,0.000,0.000
6677,2383.286,2.843,2.843,0.000,0.000,0.000,0.000
6678,2383.661,2.054,2.054,0.000,0.000,0.000,0.000
6679,2384.035,0.369,0.369,0.000,0.000,0.000,0.000
6680,2384.410,0.000,-1.420,0.000,0.000,0.000,0.000
6681,2384.785,0.422,0.422,0.000,0.000,0.000,0.000
6682,2385.159,0.317,0.317,0.000,0.000,0.000,0.000
6683,2385.534,0.000,-2.735,0.000,0.000,0.000,0.000
6684,2385.909,2.791,2.791,0.000,0.000,0.000,0.000
6685,2386.284,5.369,5.369,0.000,0.000,0.000,0.000
6686,2386.658,0.000,-0.420,0.000,0.000,0.000,0.000
6687,2387.033,0.000,-2.157,0.000,0.000,0.000,0.000
6688,2387.408,0.000,-0.683,0.000,0.000,0.000,0.000
6689,2387.783,0.000,-1.261,0.000,0.000,0.000,0.000
6690,2388.158,0.000,-0.420,0.000,0.000,0.000,0.000
6691,2388.532,0.000,-0.157,0.000,0.000,0.000,0.000
6692,2388.907,0.000,-3.525,0.000,0.000,0.000,0.000
6693,2389.282,0.000,-1.577,0.000,0.000,0.000,0.000
6694,2389.657,0.000,-0.735,0.000,0.000,0.000,0.000
6695,2390.031,0.000,-3.735,0.000,0.000,0.000,0.000
6696,2390.406,1.369,1.369,0.000,0.000,0.000,0.000
6697,2390.781,0.000,-1.420,0.000,0.000,0.000,0.000
6698,2391.156,0.000,-0.946,0.000,0.000,0.000,0.000
6699,2391.531,0.000,-1.472,0.000,0.000,0.000,0.000
6700,2391.906,1.895,1.895,0.000,0.000,0.000,0.000
6701,2392.280,0.000,-5.261,0.000,0.000,0.000,0.000
6702,2392.655,0.000,-2.314,0.000,0.000,0.000,0.000
6703,2393.030,0.317,0.317,0.000,0.000,0.000,0.000
6704,2393.405,3.843,3.843,0.000,0.000,0.000,0.000
6705,2393.780,0.528,0.528,0.000,0.000,0.000,0.000
6706,2394.155,1.843,1.843,0.000,0.000,0.000,0.000
6707,2394.529,0.000,-0.683,0.000,0.000,0.000,0.000
6708,2394.904,1.106,1.106,0.000,0.000,0.000,0.000
6709,2395.279,0.000,-0.209,0.000,0.000,0.000,0.000
6710,2395.654,1.106,1.106,0.000,0.000,0.000,0.000
6711,2396.029,0.000,-2.209,0.000,0.000,0.000,0.000
6712,2396.404,1.791,1.791,0.000,0.000,0.000,0.000
6713,2396.779,0.000,-2.261,0.000,0.000,0.000,0.000
6714,2397.154,1.739,1.739,0.000,0.000,0.000,0.000
6715,2397.529,0.000,-1.368,0.000,0.000,0.000,0.000
6716,2397.903,0.317,0.317,0.000,0.000,0.000,0.000
6717,2398.278,0.000,-1.631,0.000,0.000,0.000,0.000
6718,2398.653,0.791,0.791,0.000,0.000,0.000,0.000
6719,2399.028,2.580,2.580,0.000,0.000,0.000,0.000
6720,2399.403,0.000,-1.946,0.000,0.000,0.000,0.000
6721,2399.778,1.791,1.791,0.000,0.000,0.000,0.000
6722,2400.153,0.265,0.265,0.000,0.000,0.000,0.000
6723,2400.528,1.369,1.369,0.000,0.000,0.000,0.000
6724,2400.903,0.000,-1.420,0.000,0.000,0.000,0.000
6725,2401.278,2.895,2.895,0.000,0.000,0.000,0.000
6726,2401.653,0.791,0.791,0.000,0.000,0.000,0.000
6727,2402.028,0.000,-0.157,0.000,0.000,0.000,0.000
6728,2402.403,0.000,-1.472,0.000,0.000,0.000,0.000
6729,2402.778,0.000,-1.209,0.000,0.000,0.000,0.000
6730,2403.153,0.000,-0.209,0.000,0.000,0.000,0.000
6731,2403.528,2.369,2.369,0.000,0.000,0.000,0.000
6732,2403.903,0.000,-0.735,0.000,0.000,0.000,0.000
6733,2404.278,0.000,-1.420,0.000,0.000,0.000,0.000
6734,2404.653,0.000,-2.261,0.000,0.000,0.000,0.000
6735,2405.028,0.000,-1.525,0.000,0.000,0.000,0.000
6736,2405.403,0.580,0.580,0.000,0.000,0.000,0.000
6737,2405.778,0.000,-1.472,0.000,0.000,0.000,0.000
6738,2406.153,0.000,-0.209,0.000,0.000,0.000,0.000
6739,2406.528,0.739,0.739,0.000,0.000,0.000,0.000
6740,2406.903,0.000,-0.157,0.000,0.000,0.000,0.000
6741,2407.278,2.106,2.106,0.000,0.000,0.000,0.000
6742,2407.653,3.580,3.580,0.000,0.000,0.000,0.000
6743,2408.028,0.054,0.054,0.000,0.000,0.000,0.000
6744,2408.403,0.000,-2.998,0.000,0.000,0.000,0.000
6745,2408.778,0.000,-0.788,0.000,0.000,0.000,0.000
6746,2409.153,3.317,3.317,0.000,0.000,0.000,0.000
6747,2409.528,0.000,-0.894,0.000,0.000,0.000,0.000
6748,2409.903,0.054,0.054,0.000,0.000,0.000,0.000
6749,2410.278,1.528,1.528,0.000,0.000,0.000,0.000
6750,2410.653,1.054,1.054,0.000,0.000,0.000,0.000
6751,2411.028,0.000,-2.261,0.000,0.000,0.000,0.000
6752,2411.403,0.000,-1.525,0.000,0.000,0.000,0.000
6753,2411.778,0.000,-0.946,0.000,0.000,0.000,0.000
6754,2412.153,0.528,0.528,0.000,0.000,0.000,0.000
6755,2412.529,1.632,1.632,0.000,0.000,0.000,0.000
6756,2412.904,3.580,3.580,0.000,0.000,0.000,0.000
6757,2413.279,0.000,-1.683,0.000,0.000,0.000,0.000
6758,2413.654,0.000,-1.788,0.000,0.000,0.000,0.000
6759,2414.029,0.000,-2.788,0.000,0.000,0.000,0.000
6760,2414.404,0.000,-1.735,0.000,0.000,0.000,0.000
6761,2414.779,0.000,-0.209,0.000,0.000,0.000,0.000
6762,2415.154,0.000,-1.209,0.000,0.000,0.000,0.000
6763,2415.529,0.580,0.580,0.000,0.000,0.000,0.000
6764,2415.905,2.895,2.895,0.000,0.000,0.000,0.000
6765,2416.280,0.000,-0.735,0.000,0.000,0.000,0.000
6766,2416.655,1.791,1.791,0.000,0.000,0.000,0.000
6767,2417.030,1.054,1.054,0.000,0.000,0.000,0.000
6768,2417.405,1.212,1.212,0.000,0.000,0.000,0.000
6769,2417.780,0.000,-3.261,0.000,0.000,0.000,0.000
6770,2418.156,1.369,1.369,0.000,0.000,0.000,0.000
6771,2418.531,0.000,-1.946,0.000,0.000,0.000,0.000
6772,2418.906,0.054,0.054,0.000,0.000,0.000,0.000
6773,2419.281,1.106,1.106,0.000,0.000,0.000,0.000
6774,2419.656,0.632,0.632,0.000,0.000,0.000,0.000
6775,2420.031,0.000,-4.314,0.000,0.000,0.000,0.000
6776,2420.407,0.000,-0.998,0.000,0.000,0.000,0.000
6777,2420.782,0.000,-1.420,0.000,0.000,0.000,0.000
6778,2421.157,1.317,1.317,0.000,0.000,0.000,0.000
6779,2421.532,5.054,5.054,0.000,0.000,0.000,0.000
6780,2421.907,0.000,-0.946,0.000,0.000,0.000,0.000
6781,2422.283,3.317,3.317,0.000,0.000,0.000,0.000
6782,2422.658,0.000,-3.472,0.000,0.000,0.000,0.000
6783,2423.033,0.000,-1.894,0.000,0.000,0.000,0.000
6784,2423.408,0.106,0.106,0.000,0.000,0.000,0.000
6785,2423.784,5.528,5.528,0.000,0.000,0.000,0.000
6786,2424.159,0.000,-0.946,0.000,0.000,0.000,0.000
6787,2424.534,2.632,2.632,0.000,0.000,0.000,0.000
6788,2424.909,0.000,-3.209,0.000,0.000,0.000,0.000
6789,2425.285,0.000,-1.788,0.000,0.000,0.000,0.000
6790,2425.660,0.000,-0.157,0.000,0.000,0.000,0.000
6791,2426.035,2.106,2.106,0.000,0.000,0.000,0.000
6792,2426.410,1.265,1.265,0.000,0.000,0.000,0.000
6793,2426.786,0.000,-3.157,0.000,0.000,0.000,0.000
6794,2427.161,1.580,1.580,0.000,0.000,0.000,0.000
6795,2427.536,0.000,-2.683,0.000,0.000,0.000,0.000
6796,2427.912,0.000,-0.420,0.000,0.000,0.000,0.000
6797,2428.287,0.000,-1.946,0.000,0.000,0.000,0.000
6798,2428.662,0.000,-1.683,0.000,0.000,0.000,0.000
6799,2429.038,0.843,0.843,0.000,0.000,0.000,0.000
6800,2429.413,1.106,1.106,0.000,0.000,0.000,0.000
6801,2429.788,0.000,-1.735,0.000,0.000,0.000,0.000
6802,2430.164,0.632,0.632,0.000,0.000,0.000,0.000
6803,2430.539,0.317,0.317,0.000,0.000,0.000,0.000
6804,2430.914,1.265,1.265,0.000,0.000,0.000,0.000
6805,2431.290,0.000,-2.683,0.000,0.000,0.000,0.000
6806,2431.665,1.317,1.317,0.000,0.000,0.000,0.000
6807,2432.040,1.580,1.580,0.000,0.000,0.000,0.000
6808,2432.416,0.000,-0.209,0.000,0.000,0.000,0.000
6809,2432.791,1.158,1.158,0.000,0.000,0.000,0.000
6810,2433.166,0.000,-1.209,0.000,0.000,0.000,0.000
6811,2433.542,0.000,-0.157,0.000,0.000,0.000,0.000
6812,2433.917,0.000,-3.683,0.000,0.000,0.000,0.000
6813,2434.292,1.843,1.843,0.000,0.000,0.000,0.000
6814,2434.668,0.000,-2.735,0.000,0.000,0.000,0.000
6815,2435.043,0.000,-1.998,0.000,0.000,0.000,0.000
6816,2435.419,0.000,-3.788,0.000,0.000,0.000,0.000
6817,2435.794,0.000,-2.683,0.000,0.000,0.000,0.000
6818,2436.169,0.000,-2.577,0.000,0.000,0.000,0.000
6819,2436.545,0.000,-2.209,0.000,0.000,0.000,0.000
6820,2436.920,1.580,1.580,0.000,0.000,0.000,0.000
6821,2437.296,0.000,-1.420,0.000,0.000,0.000,0.000
6822,2437.671,0.000,-0.946,0.000,0.000,0.000,0.000
6823,2438.046,0.106,0.106,0.000,0.000,0.000,0.000
6824,2438.422,0.000,-3.209,0.000,0.000,0.000,0.000
6825,2438.797,0.106,0.106,0.000,0.000,0.000,0.000
6826,2439.173,0.000,-1.420,0.000,0.000,0.000,0.000
6827,2439.548,0.265,0.265,0.000,0.000,0.000,0.000
6828,2439.924,1.685,1.685,0.000,0.000,0.000,0.000
6829,2440.299,0.000,-1.735,0.000,0.000,0.000,0.000
6830,2440.675,1.528,1.528,0.000,0.000,0.000,0.000
6831,2441.050,0.632,0.632,0.000,0.000,0.000,0.000
6832,2441.426,0.000,-1.209,0.000,0.000,0.000,0.000
6833,2441.801,0.000,-3.314,0.000,0.000,0.000,0.000
6834,2442.177,0.000,-1.683,0.000,0.000,0.000,0.000
6835,2442.552,2.843,2.843,0.000,0.000,0.000,0.000
6836,2442.928,0.000,-0.894,0.000,0.000,0.000,0.000
6837,2443.303,1.106,1.106,0.000,0.000,0.000,0.000
6838,2443.679,1.265,1.265,0.000,0.000,0.000,0.000
6839,2444.054,1.054,1.054,0.000,0.000,0.000,0.000
