ch,keV,net,fit,model,continuum_raw,Lu-176,continuum
3523,1318.264,0.000,-1.976,2.154,2.154,0.000,2.154
3524,1318.653,0.000,-1.875,2.153,2.153,0.000,2.153
3525,1319.042,0.000,-2.284,2.153,2.153,0.000,2.153
3526,1319.431,5.401,5.401,2.153,2.153,0.000,2.153
3527,1319.820,3.193,3.193,2.152,2.152,0.000,2.152
3528,1320.209,4.774,4.774,2.152,2.152,0.000,2.152
3529,1320.598,1.599,1.599,2.152,2.152,0.000,2.152
3530,1320.987,4.985,4.985,2.151,2.151,0.000,2.151
3531,1321.376,3.214,3.214,2.151,2.151,0.000,2.151
3532,1321.765,5.559,5.559,2.151,2.151,0.000,2.151
3533,1322.154,1.814,1.814,2.150,2.150,0.000,2.150
3534,1322.544,3.031,3.031,2.150,2.150,0.000,2.150
3535,1322.933,3.466,3.466,2.149,2.149,0.000,2.149
3536,1323.322,3.709,3.709,2.149,2.149,0.000,2.149
3537,1323.711,0.000,-4.114,2.149,2.149,0.000,2.149
3538,1324.100,4.645,4.645,2.148,2.148,0.000,2.148
3539,1324.489,0.280,0.280,2.148,2.148,0.000,2.148
3540,1324.878,8.296,8.296,2.148,2.148,0.000,2.148
3541,1325.267,0.000,-1.166,2.147,2.147,0.000,2.147
3542,1325.656,5.530,5.530,2.147,2.147,0.000,2.147
3543,1326.046,7.340,7.340,2.147,2.147,0.000,2.147
3544,1326.435,3.691,3.691,2.146,2.146,0.000,2.146
3545,1326.824,0.000,-7.177,2.146,2.146,0.000,2.146
3546,1327.213,0.475,0.475,2.145,2.145,0.000,2.145
3547,1327.602,2.183,2.183,2.145,2.145,0.000,2.145
3548,1327.991,0.000,-4.685,2.145,2.145,0.000,2.145
3549,1328.381,4.277,4.277,2.144,2.144,0.000,2.144
3550,1328.770,8.795,8.795,2.144,2.144,0.000,2.144
3551,1329.159,1.044,1.044,2.144,2.144,0.000,2.144
3552,1329.548,6.090,6.090,2.143,2.143,0.000,2.143
3553,1329.937,4.610,4.610,2.143,2.143,0.000,2.143
3554,1330.327,11.000,11.000,2.143,2.143,0.000,2.143
3555,1330.716,2.398,2.398,2.142,2.142,0.000,2.142
3556,1331.105,5.803,5.803,2.142,2.142,0.000,2.142
3557,1331.494,0.000,-1.423,2.141,2.141,0.000,2.141
3558,1331.884,0.000,-8.291,2.141,2.141,0.000,2.141
3559,1332.273,0.000,-4.752,2.141,2.141,0.000,2.141
3560,1332.662,0.028,0.028,2.140,2.140,0.000,2.140
3561,1333.052,2.060,2.060,2.140,2.140,0.000,2.140
3562,1333.441,1.162,1.162,2.140,2.140,0.000,2.140
3563,1333.830,0.000,-4.331,2.139,2.139,0.000,2.139
3564,1334.219,2.535,2.535,2.139,2.139,0.000,2.139
3565,1334.609,0.935,0.935,2.139,2.139,0.000,2.139
3566,1334.998,0.000,-1.813,2.138,2.138,0.000,2.138
3567,1335.387,0.453,0.453,2.138,2.138,0.000,2.138
3568,1335.777,0.292,0.292,2.137,2.137,0.000,2.137
3569,1336.166,4.308,4.308,2.137,2.137,0.000,2.137
3570,1336.555,0.250,0.250,2.137,2.137,0.000,2.137
3571,1336.945,4.401,4.401,2.136,2.136,0.000,2.136
3572,1337.334,2.808,2.808,2.136,2.136,0.000,2.136
3573,1337.723,6.913,6.913,2.136,2.136,0.000,2.136
3574,1338.113,2.692,2.692,2.135,2.135,0.000,2.135
3575,1338.502,6.612,6.612,2.135,2.135,0.000,2.135
3576,1338.892,1.969,1.969,2.135,2.135,0.000,2.135
3577,1339.281,11.133,11.133,2.134,2.134,0.000,2.134
3578,1339.670,0.000,-4.467,2.134,2.134,0.000,2.134
3579,1340.060,8.586,8.586,2.133,2.133,0.000,2.133
3580,1340.449,4.019,4.019,2.133,2.133,0.000,2.133
3581,1340.839,0.000,-6.216,2.133,2.133,0.000,2.133
3582,1341.228,3.178,3.178,2.132,2.132,0.000,2.132
3583,1341.617,10.051,10.051,2.132,2.132,0.000,2.132
3584,1342.007,3.328,3.328,2.132,2.132,0.000,2.132
3585,1342.396,7.111,7.111,2.131,2.131,0.000,2.131
3586,1342.786,6.054,6.054,2.131,2.131,0.000,2.131
3587,1343.175,2.235,2.235,2.131,2.131,0.000,2.131
3588,1343.565,3.849,3.849,2.130,2.130,0.000,2.130
3589,1343.954,9.672,9.672,2.130,2.130,0.000,2.130
3590,1344.344,11.648,11.648,2.129,2.129,0.000,2.129
3591,1344.733,4.793,4.793,2.129,2.129,0.000,2.129
3592,1345.123,2.095,2.095,2.129,2.129,0.000,2.129
3593,1345.512,5.680,5.680,2.128,2.128,0.000,2.128
3594,1345.902,0.000,-0.650,2.128,2.128,0.000,2.128
3595,1346.291,7.399,7.399,2.128,2.128,0.000,2.128
3596,1346.681,9.185,9.185,2.127,2.127,0.000,2.127
3597,1347.070,3.015,3.015,2.127,2.127,0.000,2.127
3598,1347.460,4.699,4.699,2.127,2.127,0.000,2.127
3599,1347.849,3.650,3.650,2.126,2.126,0.000,2.126
3600,1348.239,7.765,7.765,2.126,2.126,0.000,2.126
3601,1348.628,0.000,-0.997,2.125,2.125,0.000,2.125
3602,1349.018,11.318,11.318,2.125,2.125,0.000,2.125
3603,1349.408,5.016,5.016,2.125,2.125,0.000,2.125
3604,1349.797,12.341,12.341,2.124,2.124,0.000,2.124
3605,1350.187,0.000,-0.538,2.124,2.124,0.000,2.124
3606,1350.576,3.231,3.231,2.124,2.124,0.000,2.124
3607,1350.966,0.000,-0.104,2.123,2.123,0.000,2.123
3608,1351.356,5.785,5.785,2.123,2.123,0.000,2.123
3609,1351.745,2.358,2.358,2.123,2.123,0.000,2.123
3610,1352.135,7.124,7.124,2.122,2.122,0.000,2.122
3611,1352.525,0.120,0.120,2.122,2.122,0.000,2.122
3612,1352.914,3.303,3.303,2.121,2.121,0.000,2.121
3613,1353.304,11.229,11.229,2.121,2.121,0.000,2.121
3614,1353.693,5.225,5.225,2.121,2.121,0.000,2.121
3615,1354.083,1.696,1.696,2.120,2.120,0.000,2.120
3616,1354.473,6.338,6.338,2.120,2.120,0.000,2.120
3617,1354.862,1.430,1.430,2.120,2.120,0.000,2.120
3618,1355.252,9.477,9.477,2.119,2.119,0.000,2.119
3619,1355.642,8.058,8.058,2.119,2.119,0.000,2.119
3620,1356.032,4.812,4.812,2.119,2.119,0.000,2.119
3621,1356.421,5.191,5.191,2.118,2.118,0.000,2.118
3622,1356.811,1.140,1.140,2.118,2.118,0.000,2.118
3623,1357.201,4.441,4.441,2.118,2.118,0.000,2.118
3624,1357.590,0.000,-5.689,2.117,2.117,0.000,2.117
3625,1357.980,0.000,-2.950,2.117,2.117,0.000,2.117
3626,1358.370,7.511,7.511,2.116,2.116,0.000,2.116
3627,1358.760,6.433,6.433,2.116,2.116,0.000,2.116
3628,1359.149,6.379,6.379,2.116,2.116,0.000,2.116
3629,1359.539,0.578,0.578,2.115,2.115,0.000,2.115
3630,1359.929,8.373,8.373,2.115,2.115,0.000,2.115
3631,1360.319,4.907,4.907,2.115,2.115,0.000,2.115
3632,1360.709,8.186,8.186,2.114,2.114,0.000,2.114
3633,1361.098,4.979,4.979,2.114,2.114,0.000,2.114
3634,1361.488,5.370,5.370,2.114,2.114,0.000,2.114
3635,1361.878,1.191,1.191,2.113,2.113,0.000,2.113
3636,1362.268,3.125,3.125,2.113,2.113,0.000,2.113
3637,1362.658,4.083,4.083,2.112,2.112,0.000,2.112
3638,1363.047,10.455,10.455,2.112,2.112,0.000,2.112
3639,1363.437,6.932,6.932,2.112,2.112,0.000,2.112
3640,1363.827,7.614,7.614,2.111,2.111,0.000,2.111
3641,1364.217,9.207,9.207,2.111,2.111,0.000,2.111
3642,1364.607,5.050,5.050,2.111,2.111,0.000,2.111
3643,1364.997,5.856,5.856,2.110,2.110,0.000,2.110
3644,1365.387,12.549,12.549,2.110,2.110,0.000,2.110
3645,1365.776,12.293,12.293,2.110,2.110,0.000,2.110
3646,1366.166,4.878,4.878,2.109,2.109,0.000,2.109
3647,1366.556,13.792,13.792,2.109,2.109,0.000,2.109
3648,1366.946,4.114,4.114,2.108,2.108,0.000,2.108
3649,1367.336,10.809,10.809,2.108,2.108,0.000,2.108
3650,1367.726,10.281,10.281,2.108,2.108,0.000,2.108
3651,1368.116,12.177,12.177,2.107,2.107,0.000,2.107
3652,1368.506,4.141,4.141,2.107,2.107,0.000,2.107
3653,1368.896,7.850,7.850,2.107,2.107,0.000,2.107
3654,1369.286,1.197,1.197,2.106,2.106,0.000,2.106
3655,1369.676,0.000,-1.010,2.106,2.106,0.000,2.106
3656,1370.066,2.105,2.105,2.103,2.103,0.000,2.103
3657,1370.456,4.225,4.225,2.100,2.100,0.000,2.100
3658,1370.846,0.000,-3.193,2.097,2.097,0.000,2.097
3659,1371.235,2.414,2.414,2.094,2.094,0.000,2.094
3660,1371.625,7.451,7.451,2.091,2.091,0.000,2.091
3661,1372.015,5.595,5.595,2.089,2.089,0.000,2.089
3662,1372.405,6.404,6.404,2.086,2.086,0.000,2.086
3663,1372.795,13.897,13.897,2.083,2.083,0.000,2.083
3664,1373.185,1.506,1.506,2.080,2.080,0.000,2.080
3665,1373.576,4.535,4.535,2.077,2.077,0.000,2.077
3666,1373.966,10.758,10.758,2.074,2.074,0.000,2.074
3667,1374.356,0.000,-0.402,2.071,2.071,0.000,2.071
3668,1374.746,0.000,-0.900,2.068,2.068,0.000,2.068
3669,1375.136,0.000,-0.727,2.066,2.066,0.000,2.066
3670,1375.526,5.199,5.199,2.063,2.063,0.000,2.063
3671,1375.916,0.000,-3.573,2.060,2.060,0.000,2.060
3672,1376.306,10.275,10.275,2.057,2.057,0.000,2.057
3673,1376.696,5.955,5.955,2.054,2.054,0.000,2.054
3674,1377.086,6.655,6.655,2.051,2.051,0.000,2.051
3675,1377.476,5.771,5.771,2.048,2.048,0.000,2.048
3676,1377.866,11.181,11.181,2.045,2.045,0.000,2.045
3677,1378.256,0.000,-1.571,2.043,2.043,0.000,2.043
3678,1378.646,0.000,-0.264,2.040,2.040,0.000,2.040
3679,1379.037,12.407,12.407,2.037,2.037,0.000,2.037
3680,1379.427,4.445,4.445,2.034,2.034,0.000,2.034
3681,1379.817,3.485,3.485,2.031,2.031,0.000,2.031
3682,1380.207,0.000,-3.293,2.028,2.028,0.000,2.028
3683,1380.597,5.698,5.698,2.025,2.025,0.000,2.025
3684,1380.987,12.362,12.362,2.022,2.022,0.000,2.022
3685,1381.378,4.800,4.800,2.020,2.020,0.000,2.020
3686,1381.768,7.020,7.020,2.017,2.017,0.000,2.017
3687,1382.158,5.169,5.169,2.014,2.014,0.000,2.014
3688,1382.548,0.000,-1.691,2.011,2.011,0.000,2.011
3689,1382.938,3.577,3.577,2.008,2.008,0.000,2.008
3690,1383.328,10.998,10.998,2.005,2.005,0.000,2.005
3691,1383.719,0.000,-0.855,2.002,2.002,0.000,2.002
3692,1384.109,8.803,8.803,1.999,1.999,0.000,1.999
3693,1384.499,6.444,6.444,1.997,1.997,0.000,1.997
3694,1384.889,4.008,4.008,1.994,1.994,0.000,1.994
3695,1385.280,9.484,9.484,1.991,1.991,0.000,1.991
3696,1385.670,4.438,4.438,1.988,1.988,0.000,1.988
3697,1386.060,10.505,10.505,1.985,1.985,0.000,1.985
3698,1386.450,0.911,0.911,1.982,1.982,0.000,1.982
3699,1386.841,9.963,9.963,1.979,1.979,0.000,1.979
3700,1387.231,15.533,15.533,1.976,1.976,0.000,1.976
3701,1387.621,4.505,4.505,1.974,1.974,0.000,1.974
3702,1388.011,5.531,5.531,1.971,1.971,0.000,1.971
3703,1388.402,4.779,4.779,1.968,1.968,0.000,1.968
3704,1388.792,8.798,8.798,1.965,1.965,0.000,1.965
3705,1389.182,6.233,6.233,1.962,1.962,0.000,1.962
3706,1389.573,11.879,11.879,1.959,1.959,0.000,1.959
3707,1389.963,0.000,-0.257,1.956,1.956,0.000,1.956
3708,1390.353,1.483,1.483,1.953,1.953,0.000,1.953
3709,1390.744,6.990,6.990,1.951,1.951,0.000,1.951
3710,1391.134,14.546,14.546,1.948,1.948,0.000,1.948
3711,1391.524,3.914,3.914,1.945,1.945,0.000,1.945
3712,1391.915,13.713,13.713,1.942,1.942,0.000,1.942
3713,1392.305,11.474,11.474,1.939,1.939,0.000,1.939
3714,1392.695,6.406,6.406,1.936,1.936,0.000,1.936
3715,1393.086,0.210,0.210,1.933,1.933,0.000,1.933
3716,1393.476,2.315,2.315,1.930,1.930,0.000,1.930
3717,1393.867,1.467,1.467,1.928,1.928,0.000,1.928
3718,1394.257,2.647,2.647,1.925,1.925,0.000,1.925
3719,1394.647,10.837,10.837,1.922,1.922,0.000,1.922
3720,1395.038,13.387,13.387,1.919,1.919,0.000,1.919
3721,1395.428,1.801,1.801,1.916,1.916,0.000,1.916
3722,1395.819,10.825,10.825,1.913,1.913,0.000,1.913
3723,1396.209,16.830,16.830,1.910,1.910,0.000,1.910
3724,1396.600,4.326,4.326,1.907,1.907,0.000,1.907
3725,1396.990,9.813,9.813,1.904,1.904,0.000,1.904
3726,1397.381,4.929,4.929,1.902,1.902,0.000,1.902
3727,1397.771,0.000,-1.300,1.899,1.899,0.000,1.899
3728,1398.162,17.487,17.487,1.896,1.896,0.000,1.896
3729,1398.552,3.986,3.986,1.893,1.893,0.000,1.893
3730,1398.942,15.082,15.082,1.890,1.890,0.000,1.890
3731,1399.333,0.000,-1.192,1.887,1.887,0.000,1.887
3732,1399.723,5.864,5.864,1.884,1.884,0.000,1.884
3733,1400.114,8.201,8.201,1.881,1.881,0.000,1.881
3734,1400.505,5.098,5.098,1.879,1.879,0.000,1.879
3735,1400.895,0.000,-1.625,1.876,1.876,0.000,1.876
3736,1401.286,4.251,4.251,1.873,1.873,0.000,1.873
3737,1401.676,2.491,2.491,1.870,1.870,0.000,1.870
3738,1402.067,19.506,19.506,1.867,1.867,0.000,1.867
3739,1402.457,1.737,1.737,1.864,1.864,0.000,1.864
3740,1402.848,13.880,13.880,1.861,1.861,0.000,1.861
3741,1403.238,8.777,8.777,1.858,1.858,0.000,1.858
3742,1403.629,14.661,14.661,1.856,1.856,0.000,1.856
3743,1404.020,4.258,4.258,1.853,1.853,0.000,1.853
3744,1404.410,12.993,12.993,1.850,1.850,0.000,1.850
3745,1404.801,0.000,-1.220,1.847,1.847,0.000,1.847
3746,1405.191,13.922,13.922,1.844,1.844,0.000,1.844
3747,1405.582,23.257,23.257,1.841,1.841,0.000,1.841
3748,1405.973,14.450,14.450,1.838,1.838,0.000,1.838
3749,1406.363,14.340,14.340,1.835,1.835,0.000,1.835
3750,1406.754,10.846,10.846,1.833,1.833,0.000,1.833
3751,1407.144,11.875,11.875,1.830,1.830,0.000,1.830
3752,1407.535,7.020,7.020,1.827,1.827,0.000,1.827
3753,1407.926,4.324,4.324,1.824,1.824,0.000,1.824
3754,1408.316,4.594,4.594,1.821,1.821,0.000,1.821
3755,1408.707,0.000,-0.611,1.818,1.818,0.000,1.818
3756,1409.098,4.370,4.370,1.815,1.815,0.000,1.815
3757,1409.488,4.196,4.196,1.812,1.812,0.000,1.812
3758,1409.879,10.998,10.998,1.810,1.810,0.000,1.810
3759,1410.270,0.003,0.003,1.807,1.807,0.000,1.807
3760,1410.661,8.723,8.723,1.804,1.804,0.000,1.804
3761,1411.051,15.940,15.940,1.801,1.801,0.000,1.801
3762,1411.442,1.314,1.314,1.798,1.798,0.000,1.798
3763,1411.833,14.095,14.095,1.795,1.795,0.000,1.795
3764,1412.223,26.794,26.794,1.792,1.792,0.000,1.792
3765,1412.614,5.941,5.941,1.789,1.789,0.000,1.789
3766,1413.005,4.822,4.822,1.787,1.787,0.000,1.787
3767,1413.396,15.792,15.792,1.784,1.784,0.000,1.784
3768,1413.786,13.663,13.663,1.781,1.781,0.000,1.781
3769,1414.177,4.522,4.522,1.778,1.778,0.000,1.778
3770,1414.568,0.555,0.555,1.775,1.775,0.000,1.775
3771,1414.959,0.000,-0.746,1.772,1.772,0.000,1.772
3772,1415.350,4.912,4.912,1.769,1.769,0.000,1.769
3773,1415.740,7.381,7.381,1.766,1.766,0.000,1.766
3774,1416.131,13.942,13.942,1.764,1.764,0.000,1.764
3775,1416.522,17.088,17.088,1.761,1.761,0.000,1.761
3776,1416.913,1.937,1.937,1.758,1.758,0.000,1.758
3777,1417.304,5.780,5.780,1.755,1.755,0.000,1.755
3778,1417.695,2.570,2.570,1.752,1.752,0.000,1.752
3779,1418.085,5.356,5.356,1.749,1.749,0.000,1.749
3780,1418.476,15.298,15.298,1.746,1.746,0.000,1.746
3781,1418.867,12.994,12.994,1.743,1.743,0.000,1.743
3782,1419.258,11.090,11.090,1.741,1.741,0.000,1.741
3783,1419.649,0.547,0.547,1.738,1.738,0.000,1.738
3784,1420.040,22.704,22.704,1.735,1.735,0.000,1.735
3785,1420.431,14.751,14.751,1.732,1.732,0.000,1.732
3786,1420.821,8.733,8.733,1.729,1.729,0.000,1.729
3787,1421.212,18.522,18.522,1.726,1.726,0.000,1.726
3788,1421.603,10.735,10.735,1.723,1.723,0.000,1.723
3789,1421.994,1.917,1.917,1.720,1.720,0.000,1.720
3790,1422.385,25.375,25.375,1.717,1.717,0.000,1.717
3791,1422.776,17.031,17.031,1.715,1.715,0.000,1.715
3792,1423.167,9.288,9.288,1.712,1.712,0.000,1.712
3793,1423.558,11.683,11.683,1.709,1.709,0.000,1.709
3794,1423.949,8.159,8.159,1.706,1.706,0.000,1.706
3795,1424.340,8.494,8.494,1.703,1.703,0.000,1.703
3796,1424.731,17.015,17.015,1.700,1.700,0.000,1.700
3797,1425.122,12.611,12.611,1.697,1.697,0.000,1.697
3798,1425.513,5.911,5.911,1.694,1.694,0.000,1.694
3799,1425.904,5.315,5.315,1.692,1.692,0.000,1.692
3800,1426.295,0.000,-0.061,1.689,1.689,0.000,1.689
3801,1426.686,8.791,8.791,1.686,1.686,0.000,1.686
3802,1427.077,15.776,15.776,1.683,1.683,0.000,1.683
3803,1427.468,10.507,10.507,1.680,1.680,0.000,1.680
3804,1427.859,4.636,4.636,1.677,1.677,0.000,1.677
3805,1428.250,10.031,10.031,1.674,1.674,0.000,1.674
3806,1428.641,19.027,19.027,1.671,1.671,0.000,1.671
3807,1429.032,10.071,10.071,1.669,1.669,0.000,1.669
3808,1429.423,10.541,10.541,1.666,1.666,0.000,1.666
3809,1429.814,3.285,3.285,1.663,1.663,0.000,1.663
3810,1430.205,2.241,2.241,1.660,1.660,0.000,1.660
3811,1430.596,10.617,10.617,1.657,1.657,0.000,1.657
3812,1430.987,19.237,19.237,1.654,1.654,0.000,1.654
3813,1431.378,36.729,36.729,1.651,1.651,0.000,1.651
3814,1431.769,11.506,11.506,1.648,1.648,0.000,1.648
3815,1432.160,1.194,1.194,1.646,1.646,0.000,1.646
3816,1432.552,5.998,5.998,1.643,1.643,0.000,1.643
3817,1432.943,10.429,10.429,1.640,1.640,0.000,1.640
3818,1433.334,17.069,17.069,1.637,1.637,0.000,1.637
3819,1433.725,1.923,1.923,1.634,1.634,0.000,1.634
3820,1434.116,0.979,0.979,1.631,1.631,0.000,1.631
3821,1434.507,7.669,7.669,1.628,1.628,0.000,1.628
3822,1434.898,0.000,-1.237,1.625,1.625,0.000,1.625
3823,1435.290,15.261,15.261,1.623,1.623,0.000,1.623
3824,1435.681,11.367,11.367,1.620,1.620,0.000,1.620
3825,1436.072,12.983,12.983,1.617,1.617,0.000,1.617
3826,1436.463,15.771,15.771,1.614,1.614,0.000,1.614
3827,1436.854,15.304,15.304,1.611,1.611,0.000,1.611
3828,1437.245,11.275,11.275,1.608,1.608,0.000,1.608
3829,1437.637,0.000,-0.171,1.605,1.605,0.000,1.605
3830,1438.028,12.766,12.766,1.602,1.602,0.000,1.602
3831,1438.419,9.890,9.890,1.600,1.600,0.000,1.600
3832,1438.810,13.473,13.473,1.597,1.597,0.000,1.597
3833,1439.202,10.606,10.606,1.594,1.594,0.000,1.594
3834,1439.593,8.121,8.121,1.591,1.591,0.000,1.591
3835,1439.984,1.507,1.507,1.588,1.588,0.000,1.588
3836,1440.375,7.917,7.917,1.585,1.585,0.000,1.585
3837,1440.767,15.627,15.627,1.582,1.582,0.000,1.582
3838,1441.158,11.478,11.478,1.579,1.579,0.000,1.579
3839,1441.549,11.935,11.935,1.577,1.577,0.000,1.577
3840,1441.940,17.022,17.022,1.574,1.574,0.000,1.574
3841,1442.332,24.258,24.258,1.571,1.571,0.000,1.571
3842,1442.723,2.964,2.964,1.568,1.568,0.000,1.568
3843,1443.114,0.000,-0.034,1.565,1.565,0.000,1.565
3844,1443.506,2.027,2.027,1.562,1.562,0.000,1.562
3845,1443.897,4.034,4.034,1.559,1.559,0.000,1.559
3846,1444.288,5.405,5.405,1.556,1.556,0.000,1.556
3847,1444.680,22.708,22.708,1.554,1.554,0.000,1.554
3848,1445.071,14.376,14.376,1.551,1.551,0.000,1.551
3849,1445.462,4.589,4.589,1.548,1.548,0.000,1.548
3850,1445.854,26.401,26.401,1.545,1.545,0.000,1.545
3851,1446.245,2.693,2.693,1.542,1.542,0.000,1.542
3852,1446.636,20.884,20.884,1.539,1.539,0.000,1.539
3853,1447.028,4.411,4.411,1.536,1.536,0.000,1.536
3854,1447.419,9.082,9.082,1.533,1.533,0.000,1.533
3855,1447.810,12.549,12.549,1.531,1.531,0.000,1.531
3856,1448.202,19.055,19.055,1.528,1.528,0.000,1.528
3857,1448.593,5.491,5.491,1.525,1.525,0.000,1.525
3858,1448.985,15.254,15.254,1.522,1.522,0.000,1.522
3859,1449.376,0.000,-11.162,1.519,1.519,0.000,1.519
3860,1449.768,10.677,10.677,1.516,1.516,0.000,1.516
3861,1450.159,1.009,1.009,1.513,1.513,0.000,1.513
3862,1450.550,6.139,6.139,1.510,1.510,0.000,1.510
3863,1450.942,1.515,1.515,1.507,1.507,0.000,1.507
3864,1451.333,14.063,14.063,1.505,1.505,0.000,1.505
3865,1451.725,13.902,13.902,1.502,1.502,0.000,1.502
3866,1452.116,15.150,15.150,1.499,1.499,0.000,1.499
3867,1452.508,6.989,6.989,1.496,1.496,0.000,1.496
3868,1452.899,4.951,4.951,1.493,1.493,0.000,1.493
3869,1453.291,0.000,-1.857,1.490,1.490,0.000,1.490
3870,1453.682,1.634,1.634,1.487,1.487,0.000,1.487
3871,1454.074,6.007,6.007,1.484,1.484,0.000,1.484
3872,1454.465,7.508,7.508,1.482,1.482,0.000,1.482
3873,1454.857,16.705,16.705,1.479,1.479,0.000,1.479
3874,1455.248,13.450,13.450,1.476,1.476,0.000,1.476
3875,1455.640,0.000,-0.437,1.473,1.473,0.000,1.473
3876,1456.031,9.801,9.801,1.470,1.470,0.000,1.470
3877,1456.423,0.000,-2.990,1.467,1.467,0.000,1.467
3878,1456.814,12.295,12.295,1.464,1.464,0.000,1.464
3879,1457.206,19.684,19.684,1.461,1.461,0.000,1.461
3880,1457.598,10.269,10.269,1.459,1.459,0.000,1.459
3881,1457.989,14.469,14.469,1.456,1.456,0.000,1.456
3882,1458.381,8.817,8.817,1.453,1.453,0.000,1.453
3883,1458.772,2.285,2.285,1.450,1.450,0.000,1.450
3884,1459.164,7.200,7.200,1.447,1.447,0.000,1.447
3885,1459.555,11.920,11.920,1.444,1.444,0.000,1.444
3886,1459.947,0.000,-3.555,1.441,1.441,0.000,1.441
3887,1460.339,0.000,-1.401,1.438,1.438,0.000,1.438
3888,1460.730,9.201,9.201,1.436,1.436,0.000,1.436
3889,1461.122,6.340,6.340,1.433,1.433,0.000,1.433
3890,1461.514,3.171,3.171,1.430,1.430,0.000,1.430
3891,1461.905,1.524,1.524,1.427,1.427,0.000,1.427
3892,1462.297,10.290,10.290,1.424,1.424,0.000,1.424
3893,1462.689,9.415,9.415,1.421,1.421,0.000,1.421
3894,1463.080,3.738,3.738,1.418,1.418,0.000,1.418
3895,1463.472,1.322,1.322,1.415,1.415,0.000,1.415
3896,1463.864,0.982,0.982,1.413,1.413,0.000,1.413
3897,1464.255,0.000,-3.296,1.410,1.410,0.000,1.410
3898,1464.647,6.629,6.629,1.407,1.407,0.000,1.407
3899,1465.039,0.000,-5.673,1.404,1.404,0.000,1.404
3900,1465.430,0.323,0.323,1.401,1.401,0.000,1.401
3901,1465.822,7.307,7.307,1.398,1.398,0.000,1.398
3902,1466.214,15.805,15.805,1.395,1.395,0.000,1.395
3903,1466.606,8.739,8.739,1.392,1.392,0.000,1.392
3904,1466.997,0.000,-10.082,1.390,1.390,0.000,1.390
3905,1467.389,13.071,13.071,1.387,1.387,0.000,1.387
3906,1467.781,20.541,20.541,1.384,1.384,0.000,1.384
3907,1468.173,14.863,14.863,1.381,1.381,0.000,1.381
3908,1468.564,0.000,-4.424,1.378,1.378,0.000,1.378
3909,1468.956,4.358,4.358,1.375,1.375,0.000,1.375
3910,1469.348,23.276,23.276,1.372,1.372,0.000,1.372
3911,1469.740,0.000,-1.473,1.369,1.369,0.000,1.369
3912,1470.132,0.000,-4.595,1.367,1.367,0.000,1.367
3913,1470.523,0.000,-0.082,1.364,1.364,0.000,1.364
3914,1470.915,0.000,-5.623,1.361,1.361,0.000,1.361
3915,1471.307,0.000,-4.138,1.358,1.358,0.000,1.358
3916,1471.699,1.633,1.633,1.355,1.355,0.000,1.355
3917,1472.091,2.894,2.894,1.352,1.352,0.000,1.352
3918,1472.482,1.717,1.717,1.349,1.349,0.000,1.349
3919,1472.874,3.431,3.431,1.346,1.346,0.000,1.346
3920,1473.266,0.000,-3.926,1.344,1.344,0.000,1.344
3921,1473.658,1.268,1.268,1.341,1.341,0.000,1.341
3922,1474.050,6.251,6.251,1.338,1.338,0.000,1.338
3923,1474.442,0.000,-8.535,1.335,1.335,0.000,1.335
3924,1474.834,0.000,-1.474,1.332,1.332,0.000,1.332
3925,1475.226,6.112,6.112,1.329,1.329,0.000,1.329
3926,1475.617,2.073,2.073,1.326,1.326,0.000,1.326
3927,1476.009,0.000,-7.683,1.323,1.323,0.000,1.323
3928,1476.401,0.000,-0.338,1.320,1.320,0.000,1.320
3929,1476.793,0.000,-1.697,1.318,1.318,0.000,1.318
3930,1477.185,0.000,-2.140,1.315,1.315,0.000,1.315
3931,1477.577,0.000,-4.791,1.312,1.312,0.000,1.312
3932,1477.969,8.473,8.473,1.309,1.309,0.000,1.309
3933,1478.361,0.000,-7.204,1.306,1.306,0.000,1.306
3934,1478.753,0.000,-5.386,1.303,1.303,0.000,1.303
3935,1479.145,0.000,-5.165,1.300,1.300,0.000,1.300
3936,1479.537,1.025,1.025,1.297,1.297,0.000,1.297
3937,1479.929,0.000,-9.960,1.295,1.295,0.000,1.295
3938,1480.321,3.900,3.900,1.292,1.292,0.000,1.292
3939,1480.713,0.754,0.754,1.289,1.289,0.000,1.289
3940,1481.105,0.000,-7.708,1.286,1.286,0.000,1.286
3941,1481.497,8.154,8.154,1.283,1.283,0.000,1.283
3942,1481.889,6.540,6.540,1.280,1.280,0.000,1.280
3943,1482.281,0.000,-9.124,1.277,1.277,0.000,1.277
3944,1482.673,0.000,-10.539,1.274,1.274,0.000,1.274
3945,1483.065,4.213,4.213,1.272,1.272,0.000,1.272
3946,1483.457,0.899,0.899,1.269,1.269,0.000,1.269
3947,1483.849,16.361,16.361,1.266,1.266,0.000,1.266
3948,1484.241,0.000,-7.965,1.263,1.263,0.000,1.263
3949,1484.633,0.000,-0.371,1.260,1.260,0.000,1.260
3950,1485.025,0.000,-3.923,1.257,1.257,0.000,1.257
3951,1485.417,0.000,-3.277,1.254,1.254,0.000,1.254
3952,1485.809,0.000,-13.538,1.251,1.251,0.000,1.251
3953,1486.201,0.000,-3.388,1.249,1.249,0.000,1.249
3954,1486.594,0.000,-0.013,1.246,1.246,0.000,1.246
3955,1486.986,0.306,0.306,1.243,1.243,0.000,1.243
3956,1487.378,0.000,-1.912,1.240,1.240,0.000,1.240
